Implementation smell,Namespace,Class,File,Method,Description
Long Statement,NBehave.Spec.Framework.Constraints,SpecificationConstraintBuilder,D:\research\architectureSmells\repos\Gallio_mbunit-v3\contrib\NBehave\NBehave\Spec\Framework\Constraints\SpecificationConstraintBuilder.cs,Evaluate,The length of the statement  "                : SpecificationResult.CreateFailure("No constraint was specified for the actual value given to the specification constraint builder."); " is 135.
Long Statement,NBehave.Spec.Framework,ContextSetUpAttribute,D:\research\architectureSmells\repos\Gallio_mbunit-v3\contrib\NBehave\NBehave\Spec\Framework\ContextSetUpAttribute.cs,Validate,The length of the statement  "                throw new PatternUsageErrorException("The [ContextSetUp] attribute can only appear on a method within a context class."); " is 121.
Long Statement,NBehave.Spec.Framework,ContextTearDownAttribute,D:\research\architectureSmells\repos\Gallio_mbunit-v3\contrib\NBehave\NBehave\Spec\Framework\ContextTearDownAttribute.cs,Validate,The length of the statement  "                throw new PatternUsageErrorException("The [ContextTearDown] attribute can only appear on a method within a context class."); " is 124.
Long Statement,NBehave.Spec.Framework,SpecificationAttribute,D:\research\architectureSmells\repos\Gallio_mbunit-v3\contrib\NBehave\NBehave\Spec\Framework\SpecificationAttribute.cs,Validate,The length of the statement  "                throw new PatternUsageErrorException("The [Specification] attribute can only appear on a method within a context class."); " is 122.
Long Statement,NBehave.Spec.Framework,Specify,D:\research\architectureSmells\repos\Gallio_mbunit-v3\contrib\NBehave\NBehave\Spec\Framework\Specify.cs,GetConstraints,The length of the statement  "            List<ISpecificationConstraint> constraints = Context.CurrentContext.Data.GetValue<List<ISpecificationConstraint>>(ConstraintsKey); " is 130.
Magic Number,NBehave.Spec.Framework,Specify,D:\research\architectureSmells\repos\Gallio_mbunit-v3\contrib\NBehave\NBehave\Spec\Framework\Specify.cs,RegisterNewConstraintBuilder,The following statement contains a magic number: constraint.SetStackTrace(new StackTrace(2' true));
