Method,LOC,CC,PC
GallioAttachmentBuildAction:GallioAttachmentBuildAction,4,1,2
GallioAttachmentBuildAction:Execute,18,3,1
GallioAttachmentBuildAction:GetFingerprint,3,1,1
GallioAttachmentBuildAction:FindTestStepNode,8,3,3
GallioAttachmentBuildAction:FindAttachmentNode,8,3,3
GallioAttachmentBuildAction:CreateResponseFromAttachment,20,3,1
GallioAttachmentBuildPlugin:GallioAttachmentBuildPlugin,3,1,1
GallioAttachmentBuildPlugin:IsDisplayedForProject,3,1,1
TypedBinaryResponse:TypedBinaryResponse,4,1,2
TypedBinaryResponse:Process,9,1,1
