Method,LOC,CC,PC
CallStore:CallStore,13,2,1
CDRrecord:CDRrecord,4,1,0
CDRrecord:_init,32,1,0
CDRrecord:setData,84,3,2
CDRrecord:ToString,13,4,0
GenConfig:GenConfig,7,1,5
GenConfig:GenConfig,7,1,3
GenConfig:ToString,3,1,0
Program:Main,18,2,1
Program:_init,2,1,0
Program:GetServiceBusConnectionString,11,2,0
Program:GenerateData,168,12,1
Program:Usage,5,1,0
Program:outputCDRRecs,24,2,1
