Implementation smell,Namespace,Class,File,Method,Description
Long Statement,RazorReport.Example,Form1,C:\repos\AlexCuse_RazorReport\RazorReport.Example\Form1.cs,RunCompiled,The length of the statement  "            var model = new Example { Name = "Alex"' Email = "test@example.com"' Values = new Dictionary<object' object> { { "Compiled"' "Yes" }' { "Worked"' "Yes" } }' Image = GetTestImage () }; " is 183.
Long Statement,RazorReport.Example,Form1,C:\repos\AlexCuse_RazorReport\RazorReport.Example\Form1.cs,Run,The length of the statement  "            var model = new Example { Name = "Alex"' Email = "test@example.com"' Values = new Dictionary<object' object> { { "Compiled"' "No" }' { "Worked"' "Yes" } }' Image = GetTestImage () }; " is 182.
Long Statement,RazorReport.Example,Form1,C:\repos\AlexCuse_RazorReport\RazorReport.Example\Form1.cs,RunPdf,The length of the statement  "            var model = new Example { Name = "Alex"' Email = "test@example.com"' Values = new Dictionary<object' object> { { "Compiled"' "No" }' { "Worked"' "Yes" } }' Image = GetTestImage() }; " is 181.
Long Statement,RazorReport.Example,RazorTemplateBase<T>,C:\repos\AlexCuse_RazorReport\RazorReport.Example\RazorTemplateBase.cs,DataImage,The length of the statement  "                    @"<img src=""data:image/png;base64'{0}"" alt=""{1}"" />"' Convert.ToBase64String (image' Base64FormattingOptions.None)' altText)); " is 130.
Magic Number,RazorReport.Example,Form1,C:\repos\AlexCuse_RazorReport\RazorReport.Example\Form1.cs,InitializeComponent,The following statement contains a magic number: this.precompiled.Location = new System.Drawing.Point(21' 12);
Magic Number,RazorReport.Example,Form1,C:\repos\AlexCuse_RazorReport\RazorReport.Example\Form1.cs,InitializeComponent,The following statement contains a magic number: this.precompiled.Location = new System.Drawing.Point(21' 12);
Magic Number,RazorReport.Example,Form1,C:\repos\AlexCuse_RazorReport\RazorReport.Example\Form1.cs,InitializeComponent,The following statement contains a magic number: this.precompiled.Size = new System.Drawing.Size(99' 23);
Magic Number,RazorReport.Example,Form1,C:\repos\AlexCuse_RazorReport\RazorReport.Example\Form1.cs,InitializeComponent,The following statement contains a magic number: this.precompiled.Size = new System.Drawing.Size(99' 23);
Magic Number,RazorReport.Example,Form1,C:\repos\AlexCuse_RazorReport\RazorReport.Example\Form1.cs,InitializeComponent,The following statement contains a magic number: this.webBrowser1.Location = new System.Drawing.Point(12' 41);
Magic Number,RazorReport.Example,Form1,C:\repos\AlexCuse_RazorReport\RazorReport.Example\Form1.cs,InitializeComponent,The following statement contains a magic number: this.webBrowser1.Location = new System.Drawing.Point(12' 41);
Magic Number,RazorReport.Example,Form1,C:\repos\AlexCuse_RazorReport\RazorReport.Example\Form1.cs,InitializeComponent,The following statement contains a magic number: this.webBrowser1.MinimumSize = new System.Drawing.Size(20' 20);
Magic Number,RazorReport.Example,Form1,C:\repos\AlexCuse_RazorReport\RazorReport.Example\Form1.cs,InitializeComponent,The following statement contains a magic number: this.webBrowser1.MinimumSize = new System.Drawing.Size(20' 20);
Magic Number,RazorReport.Example,Form1,C:\repos\AlexCuse_RazorReport\RazorReport.Example\Form1.cs,InitializeComponent,The following statement contains a magic number: this.webBrowser1.Size = new System.Drawing.Size(635' 447);
Magic Number,RazorReport.Example,Form1,C:\repos\AlexCuse_RazorReport\RazorReport.Example\Form1.cs,InitializeComponent,The following statement contains a magic number: this.webBrowser1.Size = new System.Drawing.Size(635' 447);
Magic Number,RazorReport.Example,Form1,C:\repos\AlexCuse_RazorReport\RazorReport.Example\Form1.cs,InitializeComponent,The following statement contains a magic number: this.run.Location = new System.Drawing.Point(142' 12);
Magic Number,RazorReport.Example,Form1,C:\repos\AlexCuse_RazorReport\RazorReport.Example\Form1.cs,InitializeComponent,The following statement contains a magic number: this.run.Location = new System.Drawing.Point(142' 12);
Magic Number,RazorReport.Example,Form1,C:\repos\AlexCuse_RazorReport\RazorReport.Example\Form1.cs,InitializeComponent,The following statement contains a magic number: this.run.Size = new System.Drawing.Size(99' 23);
