Implementation smell,Namespace,Class,File,Method,Description
Magic Number,MonkeyWrench.Scheduler,Updater,C:\repos\mono_monkeywrench\MonkeyWrench.Scheduler\Updater.cs,Main2,The following statement contains a magic number: try {  				if (!Configuration.LoadConfiguration (args))  					return 1;    				WebServices WebService = WebServices.Create ();  				WebService.CreateLogin (Configuration.SchedulerAccount' Configuration.SchedulerPassword);  				WebService.ExecuteScheduler (WebService.WebServiceLogin' Configuration.ForceFullUpdate);  			} catch (Exception ex) {  				log.ErrorFormat ("Scheduler exception: {0}"' ex);  				return 2;  			}
