Implementation smell,Namespace,Class,File,Method,Description
Long Statement,KarlAnthonyJames.Com.Util,ExceptionHandlingTest,C:\repos\CoderNumber1_Laziton\KarlAnthonyJames.Com.Util\ExceptionHandlingTest.cs,OnException,The length of the statement  "	ReflectedControllerDescriptor controllerDescriptor = new ReflectedControllerDescriptor (filterContext.Controller.GetType ()); " is 125.
Long Statement,KarlAnthonyJames.Com.Util,ExceptionHandlingTest,C:\repos\CoderNumber1_Laziton\KarlAnthonyJames.Com.Util\ExceptionHandlingTest.cs,OnException,The length of the statement  "	ActionDescriptor actionDescriptor = controllerDescriptor.FindAction (filterContext.Controller.ControllerContext' filterContext.RouteData.Values ["action"].ToString ()); " is 168.
Long Statement,KarlAnthonyJames.Com.Util,ExceptionHandlingTest,C:\repos\CoderNumber1_Laziton\KarlAnthonyJames.Com.Util\ExceptionHandlingTest.cs,OnException,The length of the statement  "		RegisteredExceptionArea = controllerDescriptor.GetCustomAttributes (typeof(ExceptionHandlerAreaAttribute)' true).First () as ExceptionHandlerAreaAttribute; " is 155.
Long Statement,KarlAnthonyJames.Com.Util,ExceptionHandlingTest,C:\repos\CoderNumber1_Laziton\KarlAnthonyJames.Com.Util\ExceptionHandlingTest.cs,OnException,The length of the statement  "		RegisteredExceptionArea = actionDescriptor.GetCustomAttributes (typeof(ExceptionHandlerAreaAttribute)' true).First () as ExceptionHandlerAreaAttribute; " is 151.
Long Statement,KarlAnthonyJames.Com.Util.HtmlHelpers,UrlHelperExtensions,C:\repos\CoderNumber1_Laziton\KarlAnthonyJames.Com.Util\HtmlHelpers\UrlHelperExtensions.cs,GetBaseUri,The length of the statement  "	Uri contextUri = new Uri (Helper.RequestContext.HttpContext.Request.Url' Helper.RequestContext.HttpContext.Request.RawUrl); " is 123.
Long Statement,KarlAnthonyJames.Com.Util.HtmlHelpers,UrlHelperExtensions,C:\repos\CoderNumber1_Laziton\KarlAnthonyJames.Com.Util\HtmlHelpers\UrlHelperExtensions.cs,GetFullUri,The length of the statement  "	else if (!string.IsNullOrEmpty (HttpContext.Current.Request.ApplicationPath) && HttpContext.Current.Request.ApplicationPath != "/") { " is 133.
