Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,ThriftSharp,ThriftSharp.Internals,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ThriftSharp.Internals' ThriftSharp,ThriftSharp.Internals.ThriftAttributesParser' ThriftSharp.Internals.ThriftClientMessageReader' ThriftSharp.ThriftConvertibleAttribute' ThriftSharp.ThriftFieldAttribute' ThriftSharp.IThriftTransportPicker' ThriftSharp.ThriftCommunication' ThriftSharp.ThriftSerializationException,ThriftSharp.Internals.ThriftAttributesParser' ThriftSharp.Internals.ThriftClientMessageReader' ThriftSharp.ThriftConvertibleAttribute' ThriftSharp.ThriftFieldAttribute' ThriftSharp.IThriftTransportPicker' ThriftSharp.ThriftCommunication' ThriftSharp.ThriftSerializationException
Cyclic Dependency,ThriftSharp,ThriftSharp.Internals,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ThriftSharp.Internals' ThriftSharp.Utilities' ThriftSharp,ThriftSharp.Internals.ThriftAttributesParser' ThriftSharp.Internals.ThriftClientMessageReader' ThriftSharp.Utilities.TypeInfos' ThriftSharp.ThriftConvertibleAttribute' ThriftSharp.ThriftFieldAttribute' ThriftSharp.IThriftTransportPicker' ThriftSharp.ThriftCommunication' ThriftSharp.ThriftSerializationException,ThriftSharp.Internals.ThriftAttributesParser' ThriftSharp.Internals.ThriftClientMessageReader' ThriftSharp.Utilities.TypeInfos' ThriftSharp.ThriftConvertibleAttribute' ThriftSharp.ThriftFieldAttribute' ThriftSharp.IThriftTransportPicker' ThriftSharp.ThriftCommunication' ThriftSharp.ThriftSerializationException
Cyclic Dependency,ThriftSharp,ThriftSharp.Internals,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ThriftSharp.Internals' ThriftSharp' ThriftSharp.Utilities' ThriftSharp,ThriftSharp.Internals.ThriftAttributesParser' ThriftSharp.Internals.ThriftClientMessageReader' ThriftSharp.ThriftConvertibleAttribute' ThriftSharp.ThriftFieldAttribute' ThriftSharp.IThriftTransportPicker' ThriftSharp.ThriftCommunication' ThriftSharp.ThriftSerializationException' ThriftSharp.Utilities.TypeInfos,ThriftSharp.Internals.ThriftAttributesParser' ThriftSharp.Internals.ThriftClientMessageReader' ThriftSharp.ThriftConvertibleAttribute' ThriftSharp.ThriftFieldAttribute' ThriftSharp.IThriftTransportPicker' ThriftSharp.ThriftCommunication' ThriftSharp.ThriftSerializationException' ThriftSharp.Utilities.TypeInfos
Cyclic Dependency,ThriftSharp,ThriftSharp.Internals,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ThriftSharp.Internals' ThriftSharp' ThriftSharp.Protocols' ThriftSharp.Utilities' ThriftSharp,ThriftSharp.Internals.ThriftAttributesParser' ThriftSharp.Internals.ThriftClientMessageReader' ThriftSharp.ThriftConvertibleAttribute' ThriftSharp.ThriftFieldAttribute' ThriftSharp.IThriftTransportPicker' ThriftSharp.ThriftCommunication' ThriftSharp.ThriftSerializationException' ThriftSharp.Protocols.IThriftProtocol' ThriftSharp.Protocols.ThriftBinaryProtocol' ThriftSharp.Utilities.TypeInfos,ThriftSharp.Internals.ThriftAttributesParser' ThriftSharp.Internals.ThriftClientMessageReader' ThriftSharp.ThriftConvertibleAttribute' ThriftSharp.ThriftFieldAttribute' ThriftSharp.IThriftTransportPicker' ThriftSharp.ThriftCommunication' ThriftSharp.ThriftSerializationException' ThriftSharp.Protocols.IThriftProtocol' ThriftSharp.Protocols.ThriftBinaryProtocol' ThriftSharp.Utilities.TypeInfos
Cyclic Dependency,ThriftSharp,ThriftSharp.Protocols,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ThriftSharp.Protocols' ThriftSharp,ThriftSharp.Protocols.IThriftProtocol' ThriftSharp.Protocols.ThriftBinaryProtocol' ThriftSharp.ThriftConvertibleAttribute' ThriftSharp.ThriftFieldAttribute' ThriftSharp.IThriftTransportPicker' ThriftSharp.ThriftCommunication' ThriftSharp.ThriftSerializationException,ThriftSharp.Protocols.IThriftProtocol' ThriftSharp.Protocols.ThriftBinaryProtocol' ThriftSharp.ThriftConvertibleAttribute' ThriftSharp.ThriftFieldAttribute' ThriftSharp.IThriftTransportPicker' ThriftSharp.ThriftCommunication' ThriftSharp.ThriftSerializationException
Cyclic Dependency,ThriftSharp,ThriftSharp.Protocols,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ThriftSharp.Protocols' ThriftSharp.Internals' ThriftSharp,ThriftSharp.Protocols.IThriftProtocol' ThriftSharp.Protocols.ThriftBinaryProtocol' ThriftSharp.Internals.ThriftAttributesParser' ThriftSharp.Internals.ThriftClientMessageReader' ThriftSharp.ThriftConvertibleAttribute' ThriftSharp.ThriftFieldAttribute' ThriftSharp.IThriftTransportPicker' ThriftSharp.ThriftCommunication' ThriftSharp.ThriftSerializationException,ThriftSharp.Protocols.IThriftProtocol' ThriftSharp.Protocols.ThriftBinaryProtocol' ThriftSharp.Internals.ThriftAttributesParser' ThriftSharp.Internals.ThriftClientMessageReader' ThriftSharp.ThriftConvertibleAttribute' ThriftSharp.ThriftFieldAttribute' ThriftSharp.IThriftTransportPicker' ThriftSharp.ThriftCommunication' ThriftSharp.ThriftSerializationException
Cyclic Dependency,ThriftSharp,ThriftSharp.Protocols,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ThriftSharp.Protocols' ThriftSharp' ThriftSharp.Internals' ThriftSharp,ThriftSharp.Protocols.IThriftProtocol' ThriftSharp.Protocols.ThriftBinaryProtocol' ThriftSharp.ThriftConvertibleAttribute' ThriftSharp.ThriftFieldAttribute' ThriftSharp.IThriftTransportPicker' ThriftSharp.ThriftCommunication' ThriftSharp.ThriftSerializationException' ThriftSharp.Internals.ThriftAttributesParser' ThriftSharp.Internals.ThriftClientMessageReader,ThriftSharp.Protocols.IThriftProtocol' ThriftSharp.Protocols.ThriftBinaryProtocol' ThriftSharp.ThriftConvertibleAttribute' ThriftSharp.ThriftFieldAttribute' ThriftSharp.IThriftTransportPicker' ThriftSharp.ThriftCommunication' ThriftSharp.ThriftSerializationException' ThriftSharp.Internals.ThriftAttributesParser' ThriftSharp.Internals.ThriftClientMessageReader
Cyclic Dependency,ThriftSharp,ThriftSharp.Utilities,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ThriftSharp.Utilities' ThriftSharp.Internals,ThriftSharp.Utilities.TypeInfos' ThriftSharp.Internals.ThriftAttributesParser' ThriftSharp.Internals.ThriftClientMessageReader,ThriftSharp.Utilities.TypeInfos' ThriftSharp.Internals.ThriftAttributesParser' ThriftSharp.Internals.ThriftClientMessageReader
Unstable Dependency,ThriftSharp,ThriftSharp.Protocols,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ThriftSharp,ThriftSharp.Protocols.ThriftProtocolException' ThriftSharp.Protocols.ThriftProtocolExceptionType,ThriftSharp.Protocols.ThriftProtocolException' ThriftSharp.Protocols.ThriftProtocolExceptionType
Unstable Dependency,ThriftSharp,ThriftSharp,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ThriftSharp.Internals,ThriftSharp.ThriftConverter' ThriftSharp.ThriftAttributesParser' ThriftSharp.ThriftClientMessageReader' ThriftSharp.ThriftClientMessageWriter' ThriftSharp.ThriftService' ThriftSharp.ThriftStructReader' ThriftSharp.ThriftStructWriter,ThriftSharp.ThriftConverter' ThriftSharp.ThriftAttributesParser' ThriftSharp.ThriftClientMessageReader' ThriftSharp.ThriftClientMessageWriter' ThriftSharp.ThriftService' ThriftSharp.ThriftStructReader' ThriftSharp.ThriftStructWriter
