Implementation smell,Namespace,Class,File,Method,Description
Long Statement,FourSquare.SharpSquare.Core,SharpSquare,C:\repos\TICLAB_SharpSquare\Core\SharpSquare.cs,GetSingle,The length of the statement  "            string json = Request(string.Format("{0}{1}?{2}{3}&v={4}"' apiUrl' endpoint' oauthToken' serializedParameters' apiVersion)' HttpMethod.GET); " is 140.
Long Statement,FourSquare.SharpSquare.Core,SharpSquare,C:\repos\TICLAB_SharpSquare\Core\SharpSquare.cs,GetMultiple,The length of the statement  "            string json = Request(string.Format("{0}{1}?{2}{3}&v={4}"' apiUrl' endpoint' oauthToken' serializedParameters' apiVersion)' HttpMethod.GET); " is 140.
Long Statement,FourSquare.SharpSquare.Core,SharpSquare,C:\repos\TICLAB_SharpSquare\Core\SharpSquare.cs,GetMultipleVenues,The length of the statement  "            string json = Request(string.Format("{0}{1}?{2}{3}&v={4}"' apiUrl' endpoint' oauthToken' serializedParameters' apiVersion)' HttpMethod.GET); " is 140.
Long Statement,FourSquare.SharpSquare.Core,SharpSquare,C:\repos\TICLAB_SharpSquare\Core\SharpSquare.cs,Post,The length of the statement  "            string json = Request(string.Format("{0}{1}?oauth_token={2}{3}&v={4}"' apiUrl' endpoint' accessToken' serializedParameters' apiVersion)' HttpMethod.POST); " is 154.
Long Statement,FourSquare.SharpSquare.Core,SharpSquare,C:\repos\TICLAB_SharpSquare\Core\SharpSquare.cs,Post,The length of the statement  "            string json = Request(string.Format("{0}{1}?oauth_token={2}{3}&v={4}"' apiUrl' endpoint' accessToken' serializedParameters' apiVersion)' HttpMethod.POST); " is 154.
Long Statement,FourSquare.SharpSquare.Core,SharpSquare,C:\repos\TICLAB_SharpSquare\Core\SharpSquare.cs,Post,The length of the statement  "            string json = Request(string.Format("{0}{1}?oauth_token={2}{3}&v={4}"' apiUrl' endpoint' accessToken' serializedParameters' apiVersion)' HttpMethod.POST); " is 154.
Long Statement,FourSquare.SharpSquare.Core,SharpSquare,C:\repos\TICLAB_SharpSquare\Core\SharpSquare.cs,PostJObject,The length of the statement  "            string json = Request(string.Format("{0}{1}?oauth_token={2}{3}&v={4}"' apiUrl' endpoint' accessToken' serializedParameters' apiVersion)' HttpMethod.POST); " is 154.
Long Statement,FourSquare.SharpSquare.Core,SharpSquare,C:\repos\TICLAB_SharpSquare\Core\SharpSquare.cs,GetAccessToken,The length of the statement  "            string url = string.Format("{0}?client_id={1}&client_secret={2}&grant_type=authorization_code&redirect_uri={3}&code={4}"' accessTokenUrl' clientId' clientSecret' redirectUri' code); " is 181.
Long Statement,FourSquare.SharpSquare.Core,SharpSquare,C:\repos\TICLAB_SharpSquare\Core\SharpSquare.cs,GetUserCheckins,The length of the statement  "            FourSquareEntityItems<Checkin> checkins = GetSingle<FourSquareEntityItems<Checkin>>("/users/" + userId + "/checkins"' parameters).response["checkins"]; " is 151.
Long Statement,FourSquare.SharpSquare.Core,SharpSquare,C:\repos\TICLAB_SharpSquare\Core\SharpSquare.cs,GetUserFriends,The length of the statement  "            FourSquareEntityItems<User> friends = GetSingle<FourSquareEntityItems<User>>("/users/" + userId + "/friends"' parameters).response["friends"]; " is 142.
Long Statement,FourSquare.SharpSquare.Core,SharpSquare,C:\repos\TICLAB_SharpSquare\Core\SharpSquare.cs,GetUserTips,The length of the statement  "            FourSquareEntityItems<Tip> tips = GetSingle<FourSquareEntityItems<Tip>>("/users/" + userId + "/tips"' parameters).response["tips"]; " is 131.
Long Statement,FourSquare.SharpSquare.Core,SharpSquare,C:\repos\TICLAB_SharpSquare\Core\SharpSquare.cs,GetUserVenueHistory,The length of the statement  "            FourSquareEntityItems<VenueHistory> venues = GetSingle<FourSquareEntityItems<VenueHistory>>("/users/self/venuehistory").response["venues"]; " is 139.
Long Statement,FourSquare.SharpSquare.Core,SharpSquare,C:\repos\TICLAB_SharpSquare\Core\SharpSquare.cs,GetVenueHereNow,The length of the statement  "            FourSquareEntityItems<Checkin> checkins = GetSingle<FourSquareEntityItems<Checkin>>("/venues/" + venueId + "/herenow"' parameters' true).response["hereNow"]; " is 157.
Long Statement,FourSquare.SharpSquare.Core,SharpSquare,C:\repos\TICLAB_SharpSquare\Core\SharpSquare.cs,GetVenueTips,The length of the statement  "            FourSquareEntityItems<Tip> tips = GetSingle<FourSquareEntityItems<Tip>>("/venues/" + venueId + "/tips"' parameters' true).response["tips"]; " is 139.
Long Statement,FourSquare.SharpSquare.Core,SharpSquare,C:\repos\TICLAB_SharpSquare\Core\SharpSquare.cs,GetVenuePhotos,The length of the statement  "            FourSquareEntityItems<Photo> photos = GetSingle<FourSquareEntityItems<Photo>>("/venues/" + venueId + "/photos"' parameters' true).response["photos"]; " is 149.
Long Statement,FourSquare.SharpSquare.Core,SharpSquare,C:\repos\TICLAB_SharpSquare\Core\SharpSquare.cs,GetVenueLinks,The length of the statement  "            FourSquareEntityItems<Link> links = GetSingle<FourSquareEntityItems<Link>>("/venues/" + venueId + "/links"' true).response["links"]; " is 132.
Long Statement,FourSquare.SharpSquare.Core,SharpSquare,C:\repos\TICLAB_SharpSquare\Core\SharpSquare.cs,SearchSpecials,The length of the statement  "            FourSquareEntityItems<Special> specials = GetSingle<FourSquareEntityItems<Special>>("/specials/search"' parameters).response["specials"]; " is 137.
