Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
BuySomeGetFreeCoupon,4,4,0,0,4,36,5,0,1,0.25,3,0
Discount,0,0,2,0,0,11,0,0,0,0,0,8
PercentOfTotalCoupon,1,4,0,0,4,23,4,0,1,0.25,2,0
Product,0,0,5,0,0,23,0,0,0,0,0,10
ProductType,0,0,0,0,0,8,0,0,0,0,0,5
QuatityType,0,0,0,0,0,5,0,0,0,0,0,1
ICashRegister,0,6,0,0,0,9,6,1,0,0,4,1
ICoupon,0,0,0,0,0,3,0,2,0,0,0,4
ICouponApplicableToMultipleProducts,0,2,0,0,0,5,2,1,1,0,1,1
ICouponApplicableToSingleProduct,0,2,0,0,0,5,2,1,1,0,1,1
IDataProvider,0,5,0,0,0,8,5,1,0,0,3,2
IDiscountProvider,0,1,0,0,0,4,1,1,0,0,3,2
IFactory,0,0,1,0,0,6,0,1,0,0,0,0
IPaymentProvider,0,1,0,0,0,4,1,1,0,0,0,0
