Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Dbdeploy.Powershell.Commands,DbUpdateBase,F:\newReposMay17\brunomlopes_dbdeploy.net\src\Dbdeploy.Powershell\Commands\DbUpdateBase.cs,ProcessRecord,The length of the statement  "		throw new InvalidDataException ("Missing connection string. It must either be in the config file or passed as a parameter"); " is 124.
Long Statement,Dbdeploy.Powershell.Commands,ExportDbUpdate,F:\newReposMay17\brunomlopes_dbdeploy.net\src\Dbdeploy.Powershell\Commands\ExportDbUpdate.cs,ProcessRecord,The length of the statement  "		this.WriteError (new ErrorRecord (new PSInvalidOperationException ("Missing a file for output")' "NoOutputFile"' ErrorCategory.MetadataError' null)); " is 149.
Long Statement,Dbdeploy.Powershell.Commands,SelectDbUpdate,F:\newReposMay17\brunomlopes_dbdeploy.net\src\Dbdeploy.Powershell\Commands\SelectDbUpdate.cs,ProcessRecord,The length of the statement  "	List<ChangeScript> allChangeScripts = new DirectoryScanner (infoTextWriter' Encoding.UTF8).GetChangeScriptsForDirectory (new DirectoryInfo (this.deltasDirectory)); " is 163.
