Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Win8ServiceDiscovery,DiscoveryServiceCache,C:\repos\OfficeDev_Office365-Discovery-Service-Sample\Office365\DiscoveryServiceCache.cs,Load,The length of the statement  "		cache.DiscoveryInfoForServices.Add (key' new CapabilityDiscoveryResult (serviceEndpointUri' serviceResourceId' serviceApiVersion)); " is 131.
Long Statement,Win8ServiceDiscovery,Office365ServiceHelper,C:\repos\OfficeDev_Office365-Discovery-Service-Sample\Office365\Office365ServiceHelper.cs,GetAccessTokenAsync,The length of the statement  "			MessageDialog dialog = new MessageDialog (string.Format ("If the error continues' please contact your administrator.\n\nError: {0}\n\n Error Description:\n\n{1}"' authResult.Error' authResult.ErrorDescription)' "Sorry' an error occurred while signing you in."); " is 261.
Long Statement,Win8ServiceDiscovery,MainPage,C:\repos\OfficeDev_Office365-Discovery-Service-Sample\MainPage.xaml.cs,btnGetAllCapabilities_Click,The length of the statement  "		txtBoxStatus.Text += String.Format (discoveryResultText' capability.Key' capability.Value.ServiceEndpointUri.ToString ()' capability.Value.ServiceResourceId).Replace ("\n"' Environment.NewLine); " is 194.
Long Statement,Win8ServiceDiscovery,MainPage,C:\repos\OfficeDev_Office365-Discovery-Service-Sample\MainPage.xaml.cs,btnDiscoverContacts_Click,The length of the statement  "	CapabilityDiscoveryResult discoveryCapabilityResult = await Office365ServiceHelper.GetDiscoveryCapabilityResultAsync (capabilityContacts); " is 138.
Long Statement,Win8ServiceDiscovery,MainPage,C:\repos\OfficeDev_Office365-Discovery-Service-Sample\MainPage.xaml.cs,btnDiscoverContacts_Click,The length of the statement  "	txtBoxStatus.Text = String.Format (discoveryResultText' capabilityContacts' discoveryCapabilityResult.ServiceEndpointUri.ToString ()' discoveryCapabilityResult.ServiceResourceId).Replace ("\n"' Environment.NewLine); " is 215.
Long Statement,Win8ServiceDiscovery,MainPage,C:\repos\OfficeDev_Office365-Discovery-Service-Sample\MainPage.xaml.cs,btnDiscoverContacts_Click,The length of the statement  "	OutlookServicesClient outlookContactsClient = new OutlookServicesClient (discoveryCapabilityResult.ServiceEndpointUri' async () =>  { " is 133.
Long Statement,Win8ServiceDiscovery,MainPage,C:\repos\OfficeDev_Office365-Discovery-Service-Sample\MainPage.xaml.cs,btnDiscoverContacts_Click,The length of the statement  "			txtBoxStatus.Text += String.Format (discoveryResultText' capabilityContacts' contact.DisplayName' contact.JobTitle).Replace ("\n"' Environment.NewLine); " is 152.
Long Statement,Win8ServiceDiscovery,MainPage,C:\repos\OfficeDev_Office365-Discovery-Service-Sample\MainPage.xaml.cs,btnDiscoverCalendar_Click,The length of the statement  "	CapabilityDiscoveryResult discoveryCapabilityResult = await Office365ServiceHelper.GetDiscoveryCapabilityResultAsync (capabilityCalendar); " is 138.
Long Statement,Win8ServiceDiscovery,MainPage,C:\repos\OfficeDev_Office365-Discovery-Service-Sample\MainPage.xaml.cs,btnDiscoverCalendar_Click,The length of the statement  "	txtBoxStatus.Text = String.Format (discoveryResultText' capabilityCalendar' discoveryCapabilityResult.ServiceEndpointUri.ToString ()' discoveryCapabilityResult.ServiceResourceId).Replace ("\n"' Environment.NewLine); " is 215.
Long Statement,Win8ServiceDiscovery,MainPage,C:\repos\OfficeDev_Office365-Discovery-Service-Sample\MainPage.xaml.cs,btnDiscoverMail_Click,The length of the statement  "	CapabilityDiscoveryResult discoveryCapabilityResult = await Office365ServiceHelper.GetDiscoveryCapabilityResultAsync (capabilityMail); " is 134.
Long Statement,Win8ServiceDiscovery,MainPage,C:\repos\OfficeDev_Office365-Discovery-Service-Sample\MainPage.xaml.cs,btnDiscoverMail_Click,The length of the statement  "	txtBoxStatus.Text = String.Format (discoveryResultText' capabilityMail' discoveryCapabilityResult.ServiceEndpointUri.ToString ()' discoveryCapabilityResult.ServiceResourceId).Replace ("\n"' Environment.NewLine); " is 211.
Long Statement,Win8ServiceDiscovery,MainPage,C:\repos\OfficeDev_Office365-Discovery-Service-Sample\MainPage.xaml.cs,btnDiscoverMyFiles_Click,The length of the statement  "	CapabilityDiscoveryResult discoveryCapabilityResult = await Office365ServiceHelper.GetDiscoveryCapabilityResultAsync (capabilityMyFiles); " is 137.
Long Statement,Win8ServiceDiscovery,MainPage,C:\repos\OfficeDev_Office365-Discovery-Service-Sample\MainPage.xaml.cs,btnDiscoverMyFiles_Click,The length of the statement  "	txtBoxStatus.Text = String.Format (discoveryResultText' capabilityMyFiles' discoveryCapabilityResult.ServiceEndpointUri.ToString ()' discoveryCapabilityResult.ServiceResourceId).Replace ("\n"' Environment.NewLine); " is 214.
Empty Catch Block,Win8ServiceDiscovery,DiscoveryServiceCache,C:\repos\OfficeDev_Office365-Discovery-Service-Sample\Office365\DiscoveryServiceCache.cs,LoadAsync,The method has an empty catch block.
