Implementation smell,Namespace,Class,File,Method,Description
Complex Method,NLog.SourceCodeTests,SourceCodeTests,C:\research\architectureSmells\repos\NLog_NLog\tools\CheckSourceCode\src\NLog.SourceCodeTests\SourceCodeTests.cs,ShouldIgnoreFileForVerify,Cyclomatic complexity of the method is 9
Complex Method,NLog.SourceCodeTests,SourceCodeTests,C:\research\architectureSmells\repos\NLog_NLog\tools\CheckSourceCode\src\NLog.SourceCodeTests\SourceCodeTests.cs,VerifySingleFile,Cyclomatic complexity of the method is 10
Long Statement,NLog.SourceCodeTests,SourceCodeTests,C:\research\architectureSmells\repos\NLog_NLog\tools\CheckSourceCode\src\NLog.SourceCodeTests\SourceCodeTests.cs,GetAppSettingAsList,The length of the statement  "            return ConfigurationManager.AppSettings[setting].Split(";".ToCharArray()' StringSplitOptions.RemoveEmptyEntries).ToList(); " is 122.
Long Statement,NLog.SourceCodeTests,SourceCodeTests,C:\research\architectureSmells\repos\NLog_NLog\tools\CheckSourceCode\src\NLog.SourceCodeTests\SourceCodeTests.cs,CompareDirectoryWithProjects,The length of the statement  "           return ReportErrors(missingFiles' $"project '{projectFileName}' is missing files.\nRun 'msbuild NLog.proj /t:SyncProjectItems'."); " is 130.
Long Statement,NLog.SourceCodeTests,SourceCodeTests,C:\research\architectureSmells\repos\NLog_NLog\tools\CheckSourceCode\src\NLog.SourceCodeTests\SourceCodeTests.cs,GetCompileItemsFromProject,The length of the statement  "            filesInProject.AddRange(contents.Descendants(MsBuildNamespace + "Compile").Select(c => (string)c.Attribute("Include"))); " is 120.
Long Statement,NLog.SourceCodeTests,SourceCodeTests,C:\research\architectureSmells\repos\NLog_NLog\tools\CheckSourceCode\src\NLog.SourceCodeTests\SourceCodeTests.cs,FileInObjFolder,The length of the statement  "                   || path.StartsWith("obj/"' StringComparison.InvariantCultureIgnoreCase) || path.StartsWith("obj\\"' StringComparison.InvariantCultureIgnoreCase); " is 145.
Long Statement,NLog.SourceCodeTests,SourceCodeTests,C:\research\architectureSmells\repos\NLog_NLog\tools\CheckSourceCode\src\NLog.SourceCodeTests\SourceCodeTests.cs,VerifyDefaultValuesType,The length of the statement  "                                $"{type.FullName}.{propertyInfo.Name} . DefaultValueAttribute = {PrintValForMessage(neededVal)}' ctor = {PrintValForMessage(currentVal)}"; " is 138.
Long Statement,NLog.SourceCodeTests,SourceCodeTests,C:\research\architectureSmells\repos\NLog_NLog\tools\CheckSourceCode\src\NLog.SourceCodeTests\SourceCodeTests.cs,AreDefaultValuesEqual,The length of the statement  "                if (currentVal is UTF8Encoding && (neededString.Equals("utf-8"' StringComparison.InvariantCultureIgnoreCase) || neededString.Equals("utf8"' StringComparison.InvariantCultureIgnoreCase))) " is 186.
Magic Number,NLog.SourceCodeTests,SourceCodeTests,C:\research\architectureSmells\repos\NLog_NLog\tools\CheckSourceCode\src\NLog.SourceCodeTests\SourceCodeTests.cs,CheckProjects,The following statement contains a magic number: List<string> filesToCompile = new List<string>(1024);
Magic Number,NLog.SourceCodeTests,SourceCodeTests,C:\research\architectureSmells\repos\NLog_NLog\tools\CheckSourceCode\src\NLog.SourceCodeTests\SourceCodeTests.cs,VerifySingleFile,The following statement contains a magic number: string ns = line.Substring(10);
