Method,LOC,CC,PC
S3VirtualDirectory:S3VirtualDirectory,4,1,3
S3VirtualDirectory:GetEnumerator,3,1,0
S3VirtualDirectory:GetFileFromBackingDirectoryOrDefault,4,1,1
S3VirtualDirectory:GetMatchingFilesInDir,4,1,2
S3VirtualDirectory:GetDirectoryFromBackingDirectoryOrDefault,4,1,1
S3VirtualDirectory:EnumerateFiles,3,1,1
S3VirtualDirectory:EnumerateDirectories,3,1,1
S3VirtualDirectory:DeleteBackingDirectoryOrFile,7,2,2
S3VirtualDirectory:Delete,3,1,0
S3VirtualDirectory:AddDirectoryToBackingDirectoryOrDefault,5,1,1
S3VirtualDirectory:AddFileToBackingDirectoryOrDefault,8,2,3
S3VirtualDirectory:AddFileToBackingDirectoryOrDefault,7,2,2
S3VirtualFile:S3VirtualFile,3,1,3
S3VirtualFile:OpenRead,3,1,0
S3VirtualFile:Delete,3,1,0
S3VirtualPathProvider:S3VirtualPathProvider,4,1,2
S3VirtualPathProvider:S3VirtualPathProvider,2,1,3
S3VirtualPathProvider:GetClient,5,1,2
S3VirtualPathProvider:CreateFile,7,3,2
S3VirtualPathProvider:CreateFile,4,1,1
