Implementation smell,Namespace,Class,File,Method,Description
Long Method,ListViewTorturer,Form1,C:\research\architectureSmells\repos\mono_winforms\listview\ListViewTorturer\ListViewTorturer\Form1.cs,InitializeComponent,The method has 139 lines of code.
Long Statement,ListViewTorturer,ResultForm,C:\research\architectureSmells\repos\mono_winforms\listview\ListViewTorturer\ListViewTorturer\ResultForm.cs,InitializeComponent,The length of the statement  "			System.Windows.Forms.ListViewGroup listViewGroup1 = new System.Windows.Forms.ListViewGroup ("ListView information"' System.Windows.Forms.HorizontalAlignment.Left);" is 163.
Long Statement,ListViewTorturer,ResultForm,C:\research\architectureSmells\repos\mono_winforms\listview\ListViewTorturer\ListViewTorturer\ResultForm.cs,InitializeComponent,The length of the statement  "			System.Windows.Forms.ListViewGroup listViewGroup2 = new System.Windows.Forms.ListViewGroup ("Time"' System.Windows.Forms.HorizontalAlignment.Left);" is 147.
Long Statement,ListViewTorturer,ResultForm,C:\research\architectureSmells\repos\mono_winforms\listview\ListViewTorturer\ListViewTorturer\ResultForm.cs,InitializeComponent,The length of the statement  "			this.listView1.Anchor = ((System.Windows.Forms.AnchorStyles)((((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Bottom)" is 145.
Magic Number,ListViewTorturer,Form1,C:\research\architectureSmells\repos\mono_winforms\listview\ListViewTorturer\ListViewTorturer\Form1.cs,GetDescriptor,The following statement contains a magic number: switch (comboBox1.SelectedIndex) { 				case 0:  					descriptor.View = View.LargeIcon; 					break; 				case 1: 					descriptor.View = View.SmallIcon; 					break; 				case 2: 					descriptor.View = View.List; 					break; 				case 3: 					descriptor.View = View.Tile; 					break; 				case 4: 					descriptor.View = View.Details; 					break; 			}
Magic Number,ListViewTorturer,Form1,C:\research\architectureSmells\repos\mono_winforms\listview\ListViewTorturer\ListViewTorturer\Form1.cs,GetDescriptor,The following statement contains a magic number: switch (comboBox1.SelectedIndex) { 				case 0:  					descriptor.View = View.LargeIcon; 					break; 				case 1: 					descriptor.View = View.SmallIcon; 					break; 				case 2: 					descriptor.View = View.List; 					break; 				case 3: 					descriptor.View = View.Tile; 					break; 				case 4: 					descriptor.View = View.Details; 					break; 			}
Magic Number,ListViewTorturer,Form1,C:\research\architectureSmells\repos\mono_winforms\listview\ListViewTorturer\ListViewTorturer\Form1.cs,GetDescriptor,The following statement contains a magic number: switch (comboBox1.SelectedIndex) { 				case 0:  					descriptor.View = View.LargeIcon; 					break; 				case 1: 					descriptor.View = View.SmallIcon; 					break; 				case 2: 					descriptor.View = View.List; 					break; 				case 3: 					descriptor.View = View.Tile; 					break; 				case 4: 					descriptor.View = View.Details; 					break; 			}
Magic Number,ListViewTorturer,Form1,C:\research\architectureSmells\repos\mono_winforms\listview\ListViewTorturer\ListViewTorturer\Form1.cs,InitializeComponent,The following statement contains a magic number: this.resizeButton.Location = new System.Drawing.Point (6' 19);
Magic Number,ListViewTorturer,Form1,C:\research\architectureSmells\repos\mono_winforms\listview\ListViewTorturer\ListViewTorturer\Form1.cs,InitializeComponent,The following statement contains a magic number: this.resizeButton.Location = new System.Drawing.Point (6' 19);
Magic Number,ListViewTorturer,Form1,C:\research\architectureSmells\repos\mono_winforms\listview\ListViewTorturer\ListViewTorturer\Form1.cs,InitializeComponent,The following statement contains a magic number: this.resizeButton.Size = new System.Drawing.Size (119' 32);
