Implementation smell,Namespace,Class,File,Method,Description
Long Statement,NServiceKit.OrmLite.DDLTest,Test,C:\research\architectureSmells\repos\NServiceKit_NServiceKit.OrmLite\src\NServiceKit.OrmLite.DDLTest\Test.cs,TestFixtureSetup,The length of the statement  "				AddFKString="ALTER TABLE Child ADD CONSTRAINT JustOneFK FOREIGN KEY (IdModel) REFERENCES Model (Id) ON DELETE CASCADE ON UPDATE NO ACTION;"'" is 140.
Long Statement,NServiceKit.OrmLite.DDLTest,Test,C:\research\architectureSmells\repos\NServiceKit_NServiceKit.OrmLite\src\NServiceKit.OrmLite.DDLTest\Test.cs,TestFixtureSetup,The length of the statement  "				AddFKRestrictString="ALTER TABLE Child ADD CONSTRAINT JustOneMoreFK FOREIGN KEY (IdModel) REFERENCES Model (Id) ON UPDATE NO ACTION;"'" is 134.
Long Statement,NServiceKit.OrmLite.DDLTest,Test,C:\research\architectureSmells\repos\NServiceKit_NServiceKit.OrmLite\src\NServiceKit.OrmLite.DDLTest\Test.cs,TestFixtureSetup,The length of the statement  "				AddFKString="ALTER TABLE `Child` ADD CONSTRAINT `JustOneFK` FOREIGN KEY (`IdModel`) REFERENCES `Model` (`Id`) ON DELETE CASCADE ON UPDATE NO ACTION;"'" is 150.
Long Statement,NServiceKit.OrmLite.DDLTest,Test,C:\research\architectureSmells\repos\NServiceKit_NServiceKit.OrmLite\src\NServiceKit.OrmLite.DDLTest\Test.cs,TestFixtureSetup,The length of the statement  "				AddFKRestrictString="ALTER TABLE `Child` ADD CONSTRAINT `JustOneMoreFK` FOREIGN KEY (`IdModel`) REFERENCES `Model` (`Id`) ON DELETE RESTRICT ON UPDATE NO ACTION;"'" is 163.
Long Statement,NServiceKit.OrmLite.DDLTest,Test,C:\research\architectureSmells\repos\NServiceKit_NServiceKit.OrmLite\src\NServiceKit.OrmLite.DDLTest\Test.cs,TestFixtureSetup,The length of the statement  "				AddFKString = @"ALTER TABLE ""Child"" ADD CONSTRAINT ""JustOneFK"" FOREIGN KEY (""IdModel"") REFERENCES ""Model"" (""Id"") ON DELETE CASCADE ON UPDATE NO ACTION;"'" is 163.
Long Statement,NServiceKit.OrmLite.DDLTest,Test,C:\research\architectureSmells\repos\NServiceKit_NServiceKit.OrmLite\src\NServiceKit.OrmLite.DDLTest\Test.cs,TestFixtureSetup,The length of the statement  "				AddFKRestrictString = @"ALTER TABLE ""Child"" ADD CONSTRAINT ""JustOneMoreFK"" FOREIGN KEY (""IdModel"") REFERENCES ""Model"" (""Id"") ON UPDATE NO ACTION;"'" is 157.
Long Statement,NServiceKit.OrmLite.DDLTest,Test,C:\research\architectureSmells\repos\NServiceKit_NServiceKit.OrmLite\src\NServiceKit.OrmLite.DDLTest\Test.cs,CanCreateIndex,The length of the statement  "				Assert.AreEqual(d.CreateIndexString' d.Provider.ToCreateIndexStatement<Model>(f=>f.Column3' "JustIndexOnColumn3"' true) );" is 122.
