Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Counter,MissionCounter,D:\research\architectureSmells\repos\Grabacr07_KanColleViewer\source\Plugins\Counter\Counters.cs,MissionCounter,The following statement contains a magic number: proxy.api_req_mission_result  				.TryParse<kcsapi_mission_result>()  				.Where(x => x.IsSuccess)  				.Where(x => x.Data.api_clear_result == 1 || x.Data.api_clear_result == 2)  				.Subscribe(_ => this.Count++);
