Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Grabacr07.KanColleViewer.Plugins,BalloonNotifier,D:\research\architectureSmells\repos\Grabacr07_KanColleViewer\source\Plugins\WindowsNotifier\BalloonNotifier.cs,NotifyCore,The following statement contains a magic number: System.Windows.Application.Current.Dispatcher.Invoke(() =>  			{  				if (activated != null)  				{  					this.notifyIcon.BalloonTipClicked -= this.activatedAction;    					this.activatedAction = (sender' args) => activated();  					this.notifyIcon.BalloonTipClicked += this.activatedAction;  				}    				this.notifyIcon.ShowBalloonTip(1000' header' body' ToolTipIcon.None);  			});
