Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
IncorrectMailingSettingsException,0,1,0,0,1,6,1,0,1,0,0,1
IncorrectMailServerSettingsException,0,1,0,0,1,6,1,0,1,0,0,1
IncorrectSettingsException,0,1,0,0,0,6,1,2,0,0,0,0
SantaTargetingException,0,0,0,0,0,3,0,0,0,0,0,1
Mailer,2,3,0,0,3,49,9,0,0,0.33,2,1
Player,0,0,3,0,0,15,0,0,0,0,0,3
Program,4,3,1,0,1,45,10,0,0,0.67,4,0
SantaRandomizer,0,2,0,0,1,34,9,0,0,0,2,1
MailingSettings,0,2,3,0,1,32,6,0,0,0,1,1
MailServerSettings,0,2,3,0,1,32,6,0,0,0,1,1
