Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Owin.Metrics.Middleware,MetricsEndpointMiddleware,F:\newReposMay17\etishor_Metrics.NET\Src\Adapters\Owin.Metrics\Middleware\MetricsEndpointMiddleware.cs,Invoke,The length of the statement  "	if (string.Compare (requestPath' "/" + endpointConfig.MetricsEndpointName' StringComparison.InvariantCultureIgnoreCase) == 0 && endpointConfig.MetricsEndpointEnabled) { " is 168.
Long Statement,Owin.Metrics.Middleware,MetricsEndpointMiddleware,F:\newReposMay17\etishor_Metrics.NET\Src\Adapters\Owin.Metrics\Middleware\MetricsEndpointMiddleware.cs,Invoke,The length of the statement  "	if (string.Compare (requestPath' "/" + endpointConfig.MetricsJsonEndpointName' StringComparison.InvariantCultureIgnoreCase) == 0 && endpointConfig.MetricsJsonEndpointEnabled) { " is 176.
Long Statement,Owin.Metrics.Middleware,MetricsEndpointMiddleware,F:\newReposMay17\etishor_Metrics.NET\Src\Adapters\Owin.Metrics\Middleware\MetricsEndpointMiddleware.cs,Invoke,The length of the statement  "	if (string.Compare (requestPath' "/v2/" + endpointConfig.MetricsJsonEndpointName' StringComparison.InvariantCultureIgnoreCase) == 0 && endpointConfig.MetricsJsonEndpointEnabled) { " is 179.
Long Statement,Owin.Metrics.Middleware,MetricsEndpointMiddleware,F:\newReposMay17\etishor_Metrics.NET\Src\Adapters\Owin.Metrics\Middleware\MetricsEndpointMiddleware.cs,Invoke,The length of the statement  "	if (string.Compare (requestPath' "/" + endpointConfig.MetricsHealthEndpointName' StringComparison.InvariantCultureIgnoreCase) == 0 && endpointConfig.MetricsHealthEndpointEnabled) { " is 180.
Long Statement,Owin.Metrics.Middleware,MetricsEndpointMiddleware,F:\newReposMay17\etishor_Metrics.NET\Src\Adapters\Owin.Metrics\Middleware\MetricsEndpointMiddleware.cs,Invoke,The length of the statement  "	if (string.Compare (requestPath' "/" + endpointConfig.MetricsTextEndpointName' StringComparison.InvariantCultureIgnoreCase) == 0 && endpointConfig.MetricsTextEndpointEnabled) { " is 176.
Long Statement,Owin.Metrics.Middleware,MetricsEndpointMiddleware,F:\newReposMay17\etishor_Metrics.NET\Src\Adapters\Owin.Metrics\Middleware\MetricsEndpointMiddleware.cs,Invoke,The length of the statement  "	if (string.Compare (requestPath' "/" + endpointConfig.MetricsPingEndpointName' StringComparison.InvariantCultureIgnoreCase) == 0 && endpointConfig.MetricsPingEndpointEnabled) { " is 176.
Long Statement,Owin.Metrics,OwinMetricsConfig,F:\newReposMay17\etishor_Metrics.NET\Src\Adapters\Owin.Metrics\OwinMetricsConfig.cs,WithRequestMetricsConfig,The length of the statement  "	OwinRequestMetricsConfig requestConfig = new OwinRequestMetricsConfig (this.middlewareRegistration' this.context.Context (owinContext)' ignoreRequestPathPatterns); " is 163.
Long Statement,Owin.Metrics,OwinMetricsConfig,F:\newReposMay17\etishor_Metrics.NET\Src\Adapters\Owin.Metrics\OwinMetricsConfig.cs,WithMetricsEndpoint,The length of the statement  "	var metricsEndpointMiddleware = new MetricsEndpointMiddleware (endpointConfig' this.context.DataProvider' this.healthStatus); " is 125.
Long Statement,Owin.Metrics,OwinRequestMetricsConfig,F:\newReposMay17\etishor_Metrics.NET\Src\Adapters\Owin.Metrics\OwinRequestMetricsConfig.cs,WithActiveRequestCounter,The length of the statement  "	var metricsMiddleware = new ActiveRequestCounterMiddleware (this.metricsContext' metricName' this.ignoreRequestPathPatterns); " is 125.
Long Statement,Owin.Metrics,OwinRequestMetricsConfig,F:\newReposMay17\etishor_Metrics.NET\Src\Adapters\Owin.Metrics\OwinRequestMetricsConfig.cs,WithPostAndPutRequestSizeHistogram,The length of the statement  "	var metricsMiddleware = new PostAndPutRequestSizeHistogramMiddleware (this.metricsContext' metricName' this.ignoreRequestPathPatterns); " is 135.
