Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Altman.Plugin,PluginProvider,C:\repos\keepwn_Altman\Source\Altman.Plugin\PluginProvider.cs,GetChildPlugins,The length of the statement  "			return Plugins.Where(r => String.Equals(r.PluginSetting.LoadPath' plugin.PluginInfo.Name' StringComparison.CurrentCultureIgnoreCase)); " is 134.
