Implementation smell,Namespace,Class,File,Method,Description
Complex Method,Altman.Pex.Core,ExtractTypesFromScript,F:\newReposMay17\keepwn_Altman\Source\Altman.Pex\Core\ExtractTypesFromScript.cs,GetParts,Cyclomatic complexity of the method is 9
Long Parameter List,Altman.Pex.Core,IronPythonContractBasedImportDefinition,F:\newReposMay17\keepwn_Altman\Source\Altman.Pex\Core\IronPythonContractBasedImportDefinition.cs,IronPythonContractBasedImportDefinition,The method has 8 parameters.
Long Parameter List,Altman.Pex.Core,IronPythonFile,F:\newReposMay17\keepwn_Altman\Source\Altman.Pex\Core\IronPythonFile.cs,IronPythonFile,The method has 5 parameters.
Long Parameter List,Altman.Pex.Core,IronPythonImportDefinition,F:\newReposMay17\keepwn_Altman\Source\Altman.Pex\Core\IronPythonImportDefinition.cs,IronPythonImportDefinition,The method has 5 parameters.
Long Statement,Altman.Pex.Core,ExtractTypesFromScript,F:\newReposMay17\keepwn_Altman\Source\Altman.Pex\Core\ExtractTypesFromScript.cs,GetTypesFromScript,The length of the statement  "	var pluginClasses = scope.GetItems ().Where (kvp => kvp.Value is PythonType && !kvp.Key.StartsWith ("__")).Select (kvp => new IronPythonTypeWrapper (_engine' kvp.Key' kvp.Value' scope.GetVariableHandle (kvp.Key))).Where (kvp => !types.Contains (kvp.Type)); " is 256.
Long Statement,Altman.Pex.Core,ExtractTypesFromScript,F:\newReposMay17\keepwn_Altman\Source\Altman.Pex\Core\ExtractTypesFromScript.cs,GetParts,The length of the statement  "		var imports = importObjects.Keys.Select (key => new KeyValuePair<string' IronPythonImportDefinition> (key' (IronPythonImportDefinition)importObjects [key])); " is 157.
Long Statement,Altman.Pex.Core,IronPythonComposablePart,F:\newReposMay17\keepwn_Altman\Source\Altman.Pex\Core\IronPythonComposablePart.cs,SetImport,The length of the statement  "	_typeWrapper.InvokeMethodWithArgument (importDefinition.MethodName' importDefinition.Cardinality == ImportCardinality.ExactlyOne ? exports.Select (e => e.Value).SingleOrDefault () : exports.Select (e => e.Value).ToList ()); " is 223.
Empty Catch Block,Altman.Pex.Core,ExtractTypesFromScript,F:\newReposMay17\keepwn_Altman\Source\Altman.Pex\Core\ExtractTypesFromScript.cs,GetParts,The method has an empty catch block.
Empty Catch Block,Altman.Pex.Core,ExtractTypesFromScript,F:\newReposMay17\keepwn_Altman\Source\Altman.Pex\Core\ExtractTypesFromScript.cs,GetParts,The method has an empty catch block.
Empty Catch Block,Altman.Pex.Core,ExtractTypesFromScript,F:\newReposMay17\keepwn_Altman\Source\Altman.Pex\Core\ExtractTypesFromScript.cs,GetParts,The method has an empty catch block.
Empty Catch Block,Altman.Pex.Core,ExtractTypesFromScript,F:\newReposMay17\keepwn_Altman\Source\Altman.Pex\Core\ExtractTypesFromScript.cs,GetParts,The method has an empty catch block.
