Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,Altman,Altman.Actions,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Altman.Actions' Altman.Forms' Altman.Dialogs,Altman.Actions.About' Altman.Forms.FormMain' Altman.Forms.PanelBasicSetting' Altman.Dialogs.About' Altman.Dialogs.Options,Altman.Actions.About' Altman.Forms.FormMain' Altman.Forms.PanelBasicSetting' Altman.Dialogs.About' Altman.Dialogs.Options
Cyclic Dependency,Altman,Altman.Actions,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Altman.Actions' Altman.Forms' Altman' Altman.Dialogs,Altman.Actions.About' Altman.Forms.FormMain' Altman.Forms.PanelBasicSetting' Altman.AltmanApplication' Altman.InitUi' Altman.Dialogs.About' Altman.Dialogs.Options,Altman.Actions.About' Altman.Forms.FormMain' Altman.Forms.PanelBasicSetting' Altman.AltmanApplication' Altman.InitUi' Altman.Dialogs.About' Altman.Dialogs.Options
Cyclic Dependency,Altman,Altman.Actions,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Altman.Actions' Altman.Forms' Altman.Dialogs' Altman' Altman.Dialogs,Altman.Actions.About' Altman.Forms.FormMain' Altman.Forms.PanelBasicSetting' Altman.Dialogs.About' Altman.Dialogs.Options' Altman.AltmanApplication' Altman.InitUi,Altman.Actions.About' Altman.Forms.FormMain' Altman.Forms.PanelBasicSetting' Altman.Dialogs.About' Altman.Dialogs.Options' Altman.AltmanApplication' Altman.InitUi
Cyclic Dependency,Altman,Altman,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Altman' Altman.Forms,Altman.AltmanApplication' Altman.InitUi' Altman.Forms.FormMain' Altman.Forms.PanelBasicSetting,Altman.AltmanApplication' Altman.InitUi' Altman.Forms.FormMain' Altman.Forms.PanelBasicSetting
Cyclic Dependency,Altman,Altman,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Altman' Altman.Resources' Altman.Forms,Altman.AltmanApplication' Altman.InitUi' Altman.Resources.AltLangRes' Altman.Forms.FormMain' Altman.Forms.PanelBasicSetting,Altman.AltmanApplication' Altman.InitUi' Altman.Resources.AltLangRes' Altman.Forms.FormMain' Altman.Forms.PanelBasicSetting
Cyclic Dependency,Altman,Altman,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Altman' Altman.Resources' Altman.Dialogs' Altman.Actions' Altman.Forms,Altman.AltmanApplication' Altman.InitUi' Altman.Resources.AltLangRes' Altman.Dialogs.About' Altman.Dialogs.Options' Altman.Actions.About' Altman.Forms.FormMain' Altman.Forms.PanelBasicSetting,Altman.AltmanApplication' Altman.InitUi' Altman.Resources.AltLangRes' Altman.Dialogs.About' Altman.Dialogs.Options' Altman.Actions.About' Altman.Forms.FormMain' Altman.Forms.PanelBasicSetting
Cyclic Dependency,Altman,Altman.Dialogs,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Altman.Dialogs' Altman,Altman.Dialogs.About' Altman.Dialogs.Options' Altman.AltmanApplication' Altman.InitUi,Altman.Dialogs.About' Altman.Dialogs.Options' Altman.AltmanApplication' Altman.InitUi
Cyclic Dependency,Altman,Altman.Dialogs,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Altman.Dialogs' Altman.Forms' Altman,Altman.Dialogs.About' Altman.Dialogs.Options' Altman.Forms.FormMain' Altman.Forms.PanelBasicSetting' Altman.AltmanApplication' Altman.InitUi,Altman.Dialogs.About' Altman.Dialogs.Options' Altman.Forms.FormMain' Altman.Forms.PanelBasicSetting' Altman.AltmanApplication' Altman.InitUi
Cyclic Dependency,Altman,Altman.Resources,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Altman.Resources' Altman.Actions' Altman.Forms' Altman,Altman.Resources.AltLangRes' Altman.Actions.About' Altman.Forms.FormMain' Altman.Forms.PanelBasicSetting' Altman.AltmanApplication' Altman.InitUi,Altman.Resources.AltLangRes' Altman.Actions.About' Altman.Forms.FormMain' Altman.Forms.PanelBasicSetting' Altman.AltmanApplication' Altman.InitUi
Unstable Dependency,Altman,Altman,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Altman.Forms' Altman.Dialogs,Altman.FormMain' Altman.Welcome,Altman.FormMain' Altman.Welcome
Unstable Dependency,Altman,Altman.Forms,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Altman.Actions' Altman.Dialogs,Altman.Forms.About' Altman.Forms.Docs' Altman.Forms.Quit' Altman.Forms.Setting' Altman.Forms.CheckUpdate' Altman.Forms.IOptions,Altman.Forms.About' Altman.Forms.Docs' Altman.Forms.Quit' Altman.Forms.Setting' Altman.Forms.CheckUpdate' Altman.Forms.IOptions
Unstable Dependency,Altman,Altman.Resources,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Altman,Altman.Resources.AppEnvironment,Altman.Resources.AppEnvironment
Ambiguous Interface,Altman,Altman.Actions,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: CheckUpdate,Altman.Actions.CheckUpdate,Altman.Actions.CheckUpdate
Feature Concentration,Altman,Altman.Forms,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [FormMain' PanelIndex]' [PanelBasicSetting]' [PanelPolicySetting]' [PanelProxySetting]' [PanelHttpHeaderSetting]' [PanelUserAgentSetting]' [HeaderItem]. LCC (Lack of Component Cohesion) = 0.88,Altman.Forms.PanelBasicSetting' Altman.Forms.PanelPolicySetting' Altman.Forms.PanelProxySetting' Altman.Forms.PanelHttpHeaderSetting' Altman.Forms.PanelUserAgentSetting' Altman.Forms.HeaderItem,Altman.Forms.FormMain' Altman.Forms.PanelBasicSetting' Altman.Forms.PanelIndex' Altman.Forms.PanelPolicySetting' Altman.Forms.PanelProxySetting' Altman.Forms.PanelHttpHeaderSetting' Altman.Forms.PanelUserAgentSetting' Altman.Forms.HeaderItem
