Implementation smell,Namespace,Class,File,Method,Description
Long Method,TS.CodeGenerator,Settings,C:\repos\KnowledgeLakegithub_.NetTSGenerator\TS\TS.CodeGenerator\Settings.cs,Settings,The method has 131 lines of code.
Long Parameter List,TS.CodeGenerator,TSInterface,C:\repos\KnowledgeLakegithub_.NetTSGenerator\TS\TS.CodeGenerator\TSInterface.cs,TSInterface,The method has 7 parameters.
Long Statement,TS.CodeGenerator,TSConstEnumeration,C:\repos\KnowledgeLakegithub_.NetTSGenerator\TS\TS.CodeGenerator\TSConstEnumeration.cs,ToTSString,The length of the statement  "	var formatString = "/*{0}*/" + Settings.EndOfLine + (IsExported ? "export " : string.Empty) + "declare const enum {1} {{" + Settings.EndOfLine + "\t{2}" + Settings.EndOfLine + "}}" + Settings.EndOfLine; " is 202.
Long Statement,TS.CodeGenerator,TSMethod,C:\repos\KnowledgeLakegithub_.NetTSGenerator\TS\TS.CodeGenerator\TSMethod.cs,ToTSString,The length of the statement  "	var res = string.Format (Settings.MakeMethodsOptional ? formatMethodOptional : formatMethodRequired' MethodName' paramStr' string.Format (Settings.MethodReturnTypeFormatString' MethodReturnType)); " is 196.
Long Statement,TS.CodeGenerator,TSModule,C:\repos\KnowledgeLakegithub_.NetTSGenerator\TS\TS.CodeGenerator\TSModule.cs,ToTSString,The length of the statement  "	var formats = declarestring + " module {0} {{" + Settings.EndOfLine + "{1}" + Settings.EndOfLine + "{2}" + Settings.EndOfLine + "{3}" + Settings.EndOfLine + "}}" + Settings.EndOfLine; " is 183.
Long Statement,TS.CodeGenerator,TSModule,C:\repos\KnowledgeLakegithub_.NetTSGenerator\TS\TS.CodeGenerator\TSModule.cs,ToTSString,The length of the statement  "	var allInterfaces = string.Join (Settings.EndOfLine' Interfaces.Where (i => !Settings.IgnoreInterfaces.Contains (i.InterFaceName)).Select (i => i.ToTSString ())).Replace (Settings.EndOfLine' indentedEOL); " is 204.
Long Statement,TS.CodeGenerator,TSModule,C:\repos\KnowledgeLakegithub_.NetTSGenerator\TS\TS.CodeGenerator\TSModule.cs,ToTSString,The length of the statement  "	var allenums = string.Join (Settings.EndOfLine' Enumerations.Select (e => e.ToTSString ())).Replace (Settings.EndOfLine' indentedEOL); " is 134.
Long Statement,TS.CodeGenerator,TSModule,C:\repos\KnowledgeLakegithub_.NetTSGenerator\TS\TS.CodeGenerator\TSModule.cs,ToTSString,The length of the statement  "	var submods = string.Join (Settings.EndOfLine' SubModules.Select (m => m.ToTSString ())).Replace (Settings.EndOfLine' indentedEOL); " is 131.
Long Statement,TS.CodeGenerator,TSParameter,C:\repos\KnowledgeLakegithub_.NetTSGenerator\TS\TS.CodeGenerator\TSParameter.cs,ToTSString,The length of the statement  "	var res = string.Format (IsOptional ? formatParameterNullable : formatParameter' ParameterName' ParameterType' _parameterInfo.ParameterType.Name); " is 146.
Long Statement,TS.CodeGenerator,TSProperty,C:\repos\KnowledgeLakegithub_.NetTSGenerator\TS\TS.CodeGenerator\TSProperty.cs,Initialize,The length of the statement  "	PropertyType = _propertyInfo.PropertyType.IsGenericParameter ? _propertyInfo.PropertyType.Name : _mapType (_propertyInfo.PropertyType); " is 135.
Long Statement,TS.CodeGenerator,TSProperty,C:\repos\KnowledgeLakegithub_.NetTSGenerator\TS\TS.CodeGenerator\TSProperty.cs,ToTSString,The length of the statement  "	return string.Format (isNullable () ? "{0}?: {1}; /*{2}*/" : "{0}: {1}; /*{2}*/"' PropertyName' PropertyType' _propertyInfo.PropertyType); " is 138.
Long Statement,TS.CodeGenerator,TSProperty,C:\repos\KnowledgeLakegithub_.NetTSGenerator\TS\TS.CodeGenerator\TSProperty.cs,isNullable,The length of the statement  "	return _propertyInfo.PropertyType.IsGenericType && _propertyInfo.PropertyType.GetGenericTypeDefinition () == typeof(Nullable<>); " is 128.
Long Statement,TS.CodeGenerator,TSInterface,C:\repos\KnowledgeLakegithub_.NetTSGenerator\TS\TS.CodeGenerator\TSInterface.cs,ToTSString,The length of the statement  "	string properties = Properties == null || Properties.Count == 0 ? string.Empty : "  /*properties*/" + Settings.EndOfLine + "\t" + string.Join (Settings.EndOfLine + "\t"' Properties.Select (p => p.ToTSString ())); " is 212.
Long Statement,TS.CodeGenerator,TSInterface,C:\repos\KnowledgeLakegithub_.NetTSGenerator\TS\TS.CodeGenerator\TSInterface.cs,ToTSString,The length of the statement  "	string methodes = Methods == null || Methods.Count == 0 ? string.Empty : "  /*methods*/" + Settings.EndOfLine + "\t" + string.Join (Settings.EndOfLine + "\t"' Methods.Select (m => m.ToTSString ())); " is 198.
Long Statement,TS.CodeGenerator,TSInterface,C:\repos\KnowledgeLakegithub_.NetTSGenerator\TS\TS.CodeGenerator\TSInterface.cs,ToTSString,The length of the statement  "	string result = string.Format (formatInterface' _type.FullName' IsExported ? "export " : string.Empty' InterFaceName' derived' properties' methodes); " is 149.
