Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
AreaSeriesMetadata,0,1,0,0,1,23,1,0,0,-1,1,0
AxisLabelMetadata,0,1,0,0,1,15,1,0,0,-1,1,0
AxisMetadata,0,1,0,0,1,21,1,0,0,-1,1,0
BarSeriesMetadata,0,1,0,0,1,29,1,0,0,-1,1,0
BubbleDataPointMetadata,0,1,0,0,1,16,1,0,0,-1,1,0
BubbleSeriesMetadata,0,1,0,0,1,42,1,0,0,-1,1,0
CategoryAxisMetadata,0,1,0,0,1,15,1,0,0,-1,1,0
ChartMetadata,0,1,0,0,1,58,1,0,0,-1,1,0
ColumnSeriesMetadata,0,1,0,0,1,29,1,0,0,-1,1,0
DataPointMetadata,0,1,0,0,1,29,1,0,0,-1,1,0
DataPointSeriesMetadata,0,1,0,0,1,51,1,0,0,-1,1,0
DateTimeAxisMetadata,0,1,0,0,1,18,1,0,0,-1,1,0
DisplayAxisMetadata,0,1,0,0,1,29,1,0,0,-1,1,0
LegendItemMetadata,0,1,0,0,1,18,1,0,0,-1,1,0
LegendMetadata,0,1,0,0,1,34,1,0,0,-1,1,0
LinearAxisMetadata,0,1,0,0,1,15,1,0,0,-1,1,0
LineSeriesMetadata,0,1,0,0,1,31,1,0,0,-1,1,0
NumericAxisMetadata,0,1,0,0,1,16,1,0,0,-1,1,0
PieDataPointMetadata,0,1,0,0,1,23,1,0,0,-1,1,0
PieSeriesMetadata,0,1,0,0,1,15,1,0,0,-1,1,0
RangeAxisMetadata,0,1,0,0,1,15,1,0,0,-1,1,0
ScatterSeriesMetadata,0,1,0,0,1,29,1,0,0,-1,1,0
SeriesMetadata,0,1,0,0,1,25,1,0,0,-1,1,0
TextBoxEditor,0,2,0,0,2,27,2,0,0,-1,0,0
TitleMetadata,0,1,0,0,1,18,1,0,0,-1,1,0
Extensions,0,1,0,0,1,24,2,0,0,-1,0,25
MetadataRegistrationBase,0,5,2,0,0,144,22,1,0,-1,4,0
TreeMapMetadata,0,1,0,0,1,22,1,0,0,-1,1,0
MetadataRegistration,1,2,0,0,1,46,3,0,1,1,0,0
Resources,2,1,6,0,0,77,1,0,0,0,0,0
