Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Preprocessor,PreprocessorCleanUp,C:\repos\CoEST_TraceLab\Main\ComponentsSources\SAREC-DePaul\TraceLab Components Source\PreprocessorCleanUp\PreprocessorCleanUp.cs,Process,The length of the statement  "            //this method is apparently faster than Regex.Replace(input' "[\s]+"' ""' RegexOptions.Singleline | RegexOptions.IgnoreCase); " is 125.
Long Statement,Preprocessor,PreprocessorCleanUp,C:\repos\CoEST_TraceLab\Main\ComponentsSources\SAREC-DePaul\TraceLab Components Source\PreprocessorCleanUp\PreprocessorCleanUp.cs,Process,The length of the statement  "            string[] parts = cleanText.Split(new char[] { ' '' '\n'' '\t'' '\r'' '\f'' '\v' }' StringSplitOptions.RemoveEmptyEntries); " is 122.
