Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Nmtree,MergeGridViewCell,C:\repos\mingceng_merge-gridviewcell\MergeGridViewCell\Nmtree.MergeGridViewCell\MergeGridViewCell.cs,MergeRow,The length of the statement  "				currentRow.Cells [currentCol].RowSpan = prevRow.Cells [currentCol].RowSpan < 1 ? 2 : prevRow.Cells [currentCol].RowSpan + 1; " is 124.
Magic Number,Nmtree,MergeGridViewCell,C:\repos\mingceng_merge-gridviewcell\MergeGridViewCell\Nmtree.MergeGridViewCell\MergeGridViewCell.cs,MergeRow,The following statement contains a magic number: for (int rowIndex = endRow; rowIndex >= startRow; rowIndex--) {  	GridViewRow currentRow = gv.Rows [rowIndex];  	GridViewRow prevRow = gv.Rows [rowIndex + 1];  	if (currentRow.Cells [currentCol].Text != "" && currentRow.Cells [currentCol].Text != " ") {  		if (currentRow.Cells [currentCol].Text == prevRow.Cells [currentCol].Text) {  			currentRow.Cells [currentCol].RowSpan = prevRow.Cells [currentCol].RowSpan < 1 ? 2 : prevRow.Cells [currentCol].RowSpan + 1;  			prevRow.Cells [currentCol].Visible = false;  		}  	}  }  
Magic Number,Nmtree,MergeGridViewCell,C:\repos\mingceng_merge-gridviewcell\MergeGridViewCell\Nmtree.MergeGridViewCell\MergeGridViewCell.cs,MergeRow,The following statement contains a magic number: if (currentRow.Cells [currentCol].Text != "" && currentRow.Cells [currentCol].Text != " ") {  	if (currentRow.Cells [currentCol].Text == prevRow.Cells [currentCol].Text) {  		currentRow.Cells [currentCol].RowSpan = prevRow.Cells [currentCol].RowSpan < 1 ? 2 : prevRow.Cells [currentCol].RowSpan + 1;  		prevRow.Cells [currentCol].Visible = false;  	}  }  
Magic Number,Nmtree,MergeGridViewCell,C:\repos\mingceng_merge-gridviewcell\MergeGridViewCell\Nmtree.MergeGridViewCell\MergeGridViewCell.cs,MergeRow,The following statement contains a magic number: if (currentRow.Cells [currentCol].Text == prevRow.Cells [currentCol].Text) {  	currentRow.Cells [currentCol].RowSpan = prevRow.Cells [currentCol].RowSpan < 1 ? 2 : prevRow.Cells [currentCol].RowSpan + 1;  	prevRow.Cells [currentCol].Visible = false;  }  
Magic Number,Nmtree,MergeGridViewCell,C:\repos\mingceng_merge-gridviewcell\MergeGridViewCell\Nmtree.MergeGridViewCell\MergeGridViewCell.cs,MergeRow,The following statement contains a magic number: currentRow.Cells [currentCol].RowSpan = prevRow.Cells [currentCol].RowSpan < 1 ? 2 : prevRow.Cells [currentCol].RowSpan + 1;  
Magic Number,Nmtree,MergeGridViewCell,C:\repos\mingceng_merge-gridviewcell\MergeGridViewCell\Nmtree.MergeGridViewCell\MergeGridViewCell.cs,IterateRowCells,The following statement contains a magic number: for (int i = start + 1; i <= end; i++) {  	//当前单元格  	TableCell currCell = row.Cells [i];  	//前一个单元格  	TableCell prevCell = row.Cells [i - 1];  	if (!string.IsNullOrEmpty (currCell.Text) && !string.IsNullOrEmpty (prevCell.Text)) {  		if (currCell.Text == prevCell.Text) {  			currCell.ColumnSpan = prevCell.ColumnSpan < 1 ? 2 : prevCell.ColumnSpan + 1;  			prevCell.Visible = false;  		}  	}  }  
Magic Number,Nmtree,MergeGridViewCell,C:\repos\mingceng_merge-gridviewcell\MergeGridViewCell\Nmtree.MergeGridViewCell\MergeGridViewCell.cs,IterateRowCells,The following statement contains a magic number: if (!string.IsNullOrEmpty (currCell.Text) && !string.IsNullOrEmpty (prevCell.Text)) {  	if (currCell.Text == prevCell.Text) {  		currCell.ColumnSpan = prevCell.ColumnSpan < 1 ? 2 : prevCell.ColumnSpan + 1;  		prevCell.Visible = false;  	}  }  
Magic Number,Nmtree,MergeGridViewCell,C:\repos\mingceng_merge-gridviewcell\MergeGridViewCell\Nmtree.MergeGridViewCell\MergeGridViewCell.cs,IterateRowCells,The following statement contains a magic number: if (currCell.Text == prevCell.Text) {  	currCell.ColumnSpan = prevCell.ColumnSpan < 1 ? 2 : prevCell.ColumnSpan + 1;  	prevCell.Visible = false;  }  
Magic Number,Nmtree,MergeGridViewCell,C:\repos\mingceng_merge-gridviewcell\MergeGridViewCell\Nmtree.MergeGridViewCell\MergeGridViewCell.cs,IterateRowCells,The following statement contains a magic number: currCell.ColumnSpan = prevCell.ColumnSpan < 1 ? 2 : prevCell.ColumnSpan + 1;  
Magic Number,Nmtree,MergeGridViewCell,C:\repos\mingceng_merge-gridviewcell\MergeGridViewCell\Nmtree.MergeGridViewCell\MergeGridViewCell.cs,IteratePrevCol,The following statement contains a magic number: foreach (GridViewRow row in gv.Rows) {  	if (!row.Cells [prevCol].Visible)  		continue;  	list.Add (new RowArg {  		StartRowIndex = row.RowIndex'  		EndRowIndex = row.RowIndex + row.Cells [prevCol].RowSpan - 2  	});  }  
Magic Number,Nmtree,MergeGridViewCell,C:\repos\mingceng_merge-gridviewcell\MergeGridViewCell\Nmtree.MergeGridViewCell\MergeGridViewCell.cs,IteratePrevCol,The following statement contains a magic number: list.Add (new RowArg {  	StartRowIndex = row.RowIndex'  	EndRowIndex = row.RowIndex + row.Cells [prevCol].RowSpan - 2  });  
