Implementation smell,Namespace,Class,File,Method,Description
Long Statement,IntranetBettaInformatica.DataAccess,Db,C:\repos\pedroarapua_intranet\IntranetBettaInformatica.DataAccess\Db.cs,CreateSessionFactory,The length of the statement  "		return Fluently.Configure ().Database (conf1).Mappings (m => m.FluentMappings.AddFromAssembly (Assembly.Load (AssemblyName))).ExposeConfiguration (BuildSchema)//.ExposeConfiguration(c => " is 186.
Long Statement,IntranetBettaInformatica.DataAccess,Db,C:\repos\pedroarapua_intranet\IntranetBettaInformatica.DataAccess\Db.cs,BuildSchema,The length of the statement  "		new SchemaExport (config).SetOutputFile (String.Format ("{0}{1}.sql"' Directory.GetParent (Directory.GetParent (Directory.GetParent (Directory.GetParent (Directory.GetCurrentDirectory ()).FullName).FullName).FullName) + "/Arquitetura/2.0/Scripts/"' "script_criacao")).Create (true' false); " is 289.
