Implementation smell,Namespace,Class,File,Method,Description
Complex Method,Microsoft.CodeAnalysis.ExpressionEvaluator,MemberExpansion,C:\repos\mono_roslyn\src\ExpressionEvaluator\Core\Source\ResultProvider\Expansion\MemberExpansion.cs,CreateExpansion,Cyclomatic complexity of the method is 12
Complex Method,Microsoft.CodeAnalysis.ExpressionEvaluator,TypeHelpers,C:\repos\mono_roslyn\src\ExpressionEvaluator\Core\Source\ResultProvider\Helpers\TypeHelpers.cs,AppendTypeMembers,Cyclomatic complexity of the method is 14
Long Parameter List,Microsoft.CodeAnalysis.ExpressionEvaluator,AggregateExpansion,C:\repos\mono_roslyn\src\ExpressionEvaluator\Core\Source\ResultProvider\Expansion\AggregateExpansion.cs,GetRows,The method has 9 parameters. Parameters: resultProvider' rows' inspectionContext' parent' value' startIndex' count' visitAll' index
Long Parameter List,Microsoft.CodeAnalysis.ExpressionEvaluator,ArrayExpansion,C:\repos\mono_roslyn\src\ExpressionEvaluator\Core\Source\ResultProvider\Expansion\ArrayExpansion.cs,GetRows,The method has 9 parameters. Parameters: resultProvider' rows' inspectionContext' parent' value' startIndex' count' visitAll' index
Long Parameter List,Microsoft.CodeAnalysis.ExpressionEvaluator,ArrayExpansion,C:\repos\mono_roslyn\src\ExpressionEvaluator\Core\Source\ResultProvider\Expansion\ArrayExpansion.cs,GetRow,The method has 5 parameters. Parameters: resultProvider' inspectionContext' value' index' parent
Long Parameter List,Microsoft.CodeAnalysis.ExpressionEvaluator,DebuggerTypeProxyExpansion,C:\repos\mono_roslyn\src\ExpressionEvaluator\Core\Source\ResultProvider\Expansion\DebuggerTypeProxyExpansion.cs,CreateExpansion,The method has 12 parameters. Parameters: resultProvider' inspectionContext' name' typeDeclaringMemberOpt' declaredType' value' childShouldParenthesize' fullName' childFullNamePrefix' formatSpecifiers' flags' editableValue
Long Parameter List,Microsoft.CodeAnalysis.ExpressionEvaluator,DebuggerTypeProxyExpansion,C:\repos\mono_roslyn\src\ExpressionEvaluator\Core\Source\ResultProvider\Expansion\DebuggerTypeProxyExpansion.cs,DebuggerTypeProxyExpansion,The method has 12 parameters. Parameters: proxyValue' name' typeDeclaringMemberOpt' declaredType' value' childShouldParenthesize' fullName' childFullNamePrefix' formatSpecifiers' flags' editableValue' formatter
Long Parameter List,Microsoft.CodeAnalysis.ExpressionEvaluator,DebuggerTypeProxyExpansion,C:\repos\mono_roslyn\src\ExpressionEvaluator\Core\Source\ResultProvider\Expansion\DebuggerTypeProxyExpansion.cs,GetRows,The method has 9 parameters. Parameters: resultProvider' rows' inspectionContext' parent' value' startIndex' count' visitAll' index
Long Parameter List,Microsoft.CodeAnalysis.ExpressionEvaluator,Expansion,C:\repos\mono_roslyn\src\ExpressionEvaluator\Core\Source\ResultProvider\Expansion\Expansion.cs,GetRows,The method has 9 parameters. Parameters: resultProvider' rows' inspectionContext' parent' value' startIndex' count' visitAll' index
Long Parameter List,Microsoft.CodeAnalysis.ExpressionEvaluator,Expansion,C:\repos\mono_roslyn\src\ExpressionEvaluator\Core\Source\ResultProvider\Expansion\Expansion.cs,GetIntersection,The method has 6 parameters. Parameters: startIndex1' count1' startIndex2' count2' startIndex3' count3
Long Parameter List,Microsoft.CodeAnalysis.ExpressionEvaluator,MemberExpansion,C:\repos\mono_roslyn\src\ExpressionEvaluator\Core\Source\ResultProvider\Expansion\MemberExpansion.cs,CreateExpansion,The method has 5 parameters. Parameters: declaredType' value' flags' predicate' formatter
Long Parameter List,Microsoft.CodeAnalysis.ExpressionEvaluator,MemberExpansion,C:\repos\mono_roslyn\src\ExpressionEvaluator\Core\Source\ResultProvider\Expansion\MemberExpansion.cs,GetRows,The method has 9 parameters. Parameters: resultProvider' rows' inspectionContext' parent' value' startIndex' count' visitAll' index
