Implementation smell,Namespace,Class,File,Method,Description
Long Statement,SaasOvation.IssueTrack.Domain,Manipulating_an_issue,D:\research\architectureSmells\repos1\ToJans_SaasOvation\SaasOvation.IssueTrack.Domain.Specs\Manipulating_an_issue.cs,Request_a_feature,The length of the statement  "            DomainEventPublisherMock.Verify(x => x.FeatureRequested(a_tenant' a_product' a_feature' a_feature_name' a_feature_description' an_assigner)); " is 141.
Long Statement,SaasOvation.IssueTrack.Domain,Manipulating_an_issue,D:\research\architectureSmells\repos1\ToJans_SaasOvation\SaasOvation.IssueTrack.Domain.Specs\Manipulating_an_issue.cs,Report_a_defect,The length of the statement  "            DomainEventPublisherMock.Verify(x=>x.DefectReported(a_tenant'a_product'a_defect'a_defect_name'a_defect_description'an_assigner)); " is 129.
