Implementation smell,Namespace,Class,File,Method,Description
Long Statement,LuaWrap,LuaLib,C:\repos\ZeroK-RTS_Zero-K-Infrastructure\LuaAdmin\LuaSharp\LuaWrap\LuaLib.cs,luaL_dofile,The length of the statement  "			return ( luaL_loadfile( state' filename ) == LuaEnum.Ok ) && ( lua_pcall( state' 0' (int)LuaEnum.MultiRet' 0 ) == LuaEnum.Ok ); " is 127.
Long Statement,LuaWrap,LuaLib,C:\repos\ZeroK-RTS_Zero-K-Infrastructure\LuaAdmin\LuaSharp\LuaWrap\LuaLib.cs,luaL_dostring,The length of the statement  "			return ( luaL_loadstring( state' chunk ) == LuaEnum.Ok ) && ( lua_pcall( state' 0' (int)LuaEnum.MultiRet' 0 ) == LuaEnum.Ok ); " is 126.
