Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,dbup-core(netstandard1.3),DbUp.Builder,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DbUp.Builder' DbUp.Engine,DbUp.Builder.UpgradeConfiguration' DbUp.Engine.IScriptFilter' DbUp.Engine.IScriptProvider' DbUp.Engine.SqlScript' DbUp.Engine.UpgradeEngine,DbUp.Builder.UpgradeConfiguration' DbUp.Engine.IScriptFilter' DbUp.Engine.IScriptProvider' DbUp.Engine.SqlScript' DbUp.Engine.UpgradeEngine
Cyclic Dependency,dbup-core(netstandard1.3),DbUp.Builder,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DbUp.Builder' DbUp' DbUp.Engine,DbUp.Builder.UpgradeConfiguration' DbUp.DeployChanges' DbUp.OctopusDeployExtensions' DbUp.Engine.IScriptFilter' DbUp.Engine.IScriptProvider' DbUp.Engine.SqlScript' DbUp.Engine.UpgradeEngine,DbUp.Builder.UpgradeConfiguration' DbUp.DeployChanges' DbUp.OctopusDeployExtensions' DbUp.Engine.IScriptFilter' DbUp.Engine.IScriptProvider' DbUp.Engine.SqlScript' DbUp.Engine.UpgradeEngine
Cyclic Dependency,dbup-core(netstandard1.3),DbUp.Builder,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DbUp.Builder' DbUp.Engine' DbUp.Support' DbUp.Engine,DbUp.Builder.UpgradeConfiguration' DbUp.Engine.IScriptFilter' DbUp.Engine.IScriptProvider' DbUp.Engine.SqlScript' DbUp.Engine.UpgradeEngine' DbUp.Support.ScriptExecutor,DbUp.Builder.UpgradeConfiguration' DbUp.Engine.IScriptFilter' DbUp.Engine.IScriptProvider' DbUp.Engine.SqlScript' DbUp.Engine.UpgradeEngine' DbUp.Support.ScriptExecutor
Cyclic Dependency,dbup-core(netstandard1.3),DbUp.Builder,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DbUp.Builder' DbUp' DbUp.Engine' DbUp.Support' DbUp.Engine,DbUp.Builder.UpgradeConfiguration' DbUp.DeployChanges' DbUp.OctopusDeployExtensions' DbUp.Engine.IScriptFilter' DbUp.Engine.IScriptProvider' DbUp.Engine.SqlScript' DbUp.Engine.UpgradeEngine' DbUp.Support.ScriptExecutor,DbUp.Builder.UpgradeConfiguration' DbUp.DeployChanges' DbUp.OctopusDeployExtensions' DbUp.Engine.IScriptFilter' DbUp.Engine.IScriptProvider' DbUp.Engine.SqlScript' DbUp.Engine.UpgradeEngine' DbUp.Support.ScriptExecutor
Cyclic Dependency,dbup-core(netstandard1.3),DbUp,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DbUp' DbUp.Engine,DbUp.DeployChanges' DbUp.OctopusDeployExtensions' DbUp.Engine.IScriptFilter' DbUp.Engine.IScriptProvider' DbUp.Engine.SqlScript' DbUp.Engine.UpgradeEngine,DbUp.DeployChanges' DbUp.OctopusDeployExtensions' DbUp.Engine.IScriptFilter' DbUp.Engine.IScriptProvider' DbUp.Engine.SqlScript' DbUp.Engine.UpgradeEngine
Cyclic Dependency,dbup-core(netstandard1.3),DbUp,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DbUp' DbUp.Engine' DbUp.Engine.Filters' DbUp.Builder,DbUp.DeployChanges' DbUp.OctopusDeployExtensions' DbUp.Engine.IScriptFilter' DbUp.Engine.IScriptProvider' DbUp.Engine.SqlScript' DbUp.Engine.UpgradeEngine' DbUp.Engine.Filters.DefaultScriptFilter' DbUp.Builder.UpgradeConfiguration,DbUp.DeployChanges' DbUp.OctopusDeployExtensions' DbUp.Engine.IScriptFilter' DbUp.Engine.IScriptProvider' DbUp.Engine.SqlScript' DbUp.Engine.UpgradeEngine' DbUp.Engine.Filters.DefaultScriptFilter' DbUp.Builder.UpgradeConfiguration
Cyclic Dependency,dbup-core(netstandard1.3),DbUp.Engine,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DbUp.Engine' DbUp.Support,DbUp.Engine.IScriptFilter' DbUp.Engine.IScriptProvider' DbUp.Engine.SqlScript' DbUp.Engine.UpgradeEngine' DbUp.Support.ScriptExecutor,DbUp.Engine.IScriptFilter' DbUp.Engine.IScriptProvider' DbUp.Engine.SqlScript' DbUp.Engine.UpgradeEngine' DbUp.Support.ScriptExecutor
Cyclic Dependency,dbup-core(netstandard1.3),DbUp.Engine,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DbUp.Engine' DbUp.Engine.Preprocessors' DbUp.Support,DbUp.Engine.IScriptFilter' DbUp.Engine.IScriptProvider' DbUp.Engine.SqlScript' DbUp.Engine.UpgradeEngine' DbUp.Engine.Preprocessors.StripSchemaPreprocessor' DbUp.Engine.Preprocessors.VariableSubstitutionSqlParser' DbUp.Support.ScriptExecutor,DbUp.Engine.IScriptFilter' DbUp.Engine.IScriptProvider' DbUp.Engine.SqlScript' DbUp.Engine.UpgradeEngine' DbUp.Engine.Preprocessors.StripSchemaPreprocessor' DbUp.Engine.Preprocessors.VariableSubstitutionSqlParser' DbUp.Support.ScriptExecutor
Cyclic Dependency,dbup-core(netstandard1.3),DbUp.Engine,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DbUp.Engine' DbUp.Support' DbUp.Engine.Preprocessors' DbUp.Support,DbUp.Engine.IScriptFilter' DbUp.Engine.IScriptProvider' DbUp.Engine.SqlScript' DbUp.Engine.UpgradeEngine' DbUp.Support.ScriptExecutor' DbUp.Engine.Preprocessors.StripSchemaPreprocessor' DbUp.Engine.Preprocessors.VariableSubstitutionSqlParser,DbUp.Engine.IScriptFilter' DbUp.Engine.IScriptProvider' DbUp.Engine.SqlScript' DbUp.Engine.UpgradeEngine' DbUp.Support.ScriptExecutor' DbUp.Engine.Preprocessors.StripSchemaPreprocessor' DbUp.Engine.Preprocessors.VariableSubstitutionSqlParser
Cyclic Dependency,dbup-core(netstandard1.3),DbUp.Engine,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DbUp.Engine' DbUp.Engine.Preprocessors' DbUp.Support' DbUp.Engine.Preprocessors' DbUp.Support,DbUp.Engine.IScriptFilter' DbUp.Engine.IScriptProvider' DbUp.Engine.SqlScript' DbUp.Engine.UpgradeEngine' DbUp.Engine.Preprocessors.StripSchemaPreprocessor' DbUp.Engine.Preprocessors.VariableSubstitutionSqlParser' DbUp.Support.ScriptExecutor,DbUp.Engine.IScriptFilter' DbUp.Engine.IScriptProvider' DbUp.Engine.SqlScript' DbUp.Engine.UpgradeEngine' DbUp.Engine.Preprocessors.StripSchemaPreprocessor' DbUp.Engine.Preprocessors.VariableSubstitutionSqlParser' DbUp.Support.ScriptExecutor
