Implementation smell,Namespace,Class,File,Method,Description
Long Statement,NGinnBPM.DSLServices,SimpleBaseClassDslCompiler<T>,D:\research\architectureSmells\repos\lafar6502_NGinnBPM\NGinnBPM.DSLServices\SimpleDslCompiler.cs,TryRecompile,The length of the statement  "            if (cc.GeneratedAssembly == null && (mode == CompilationMode.Compile || mode == CompilationMode.CompileNoReplace)) throw new Exception("Generated assembly missing"); " is 165.
Long Statement,NGinnBPM.DSLServices,SimpleBaseClassDslCompiler<T>,D:\research\architectureSmells\repos\lafar6502_NGinnBPM\NGinnBPM.DSLServices\SimpleDslCompiler.cs,TryRecompile,The length of the statement  "                throw new Exception(string.Format("Type {0} not found in generated assembly. List of types: {1}"' typeName' asm.GetTypes().Aggregate(sb' (l' s) => l.AppendLine(s.FullName)' l => l.ToString()))); " is 194.
Long Statement,NGinnBPM.DSLServices,SimpleBaseClassDslCompiler<T>,D:\research\architectureSmells\repos\lafar6502_NGinnBPM\NGinnBPM.DSLServices\SimpleDslCompiler.cs,TryCompile,The length of the statement  "            compiler.Parameters.Pipeline = checkSyntaxOnly ? (CompilerPipeline) new Boo.Lang.Compiler.Pipelines.CheckForErrors() : new Boo.Lang.Compiler.Pipelines.CompileToMemory(); " is 169.
Long Statement,NGinnBPM.DSLServices,SimpleBaseClassDslCompiler<T>,D:\research\architectureSmells\repos\lafar6502_NGinnBPM\NGinnBPM.DSLServices\SimpleDslCompiler.cs,TryCompile,The length of the statement  "            log.Warn("Compiled {0} scripts: {1}. Error? {2}. Time taken: {3}ms"' urls.Length' string.Join("'"' urls)' ce == null ? "-none-" : ce.ToString()' (DateTime.Now - d0).TotalMilliseconds); " is 184.
Magic Number,NGinnBPM.DSLServices,SimpleFSStorage,D:\research\architectureSmells\repos\lafar6502_NGinnBPM\NGinnBPM.DSLServices\SimpleFSStorage.cs,GetTypeNameFromUrl,The following statement contains a magic number: return url.Substring(0' url.Length - 4);
