Implementation smell,Namespace,Class,File,Method,Description
Missing Default,WPFDemo,MainWindow,C:\repos\dawidcieszynski_ZXing.Net\Clients\WPFDemo\WPFDemo\MainWindow.xaml.cs,btnEncode_Click,The following switch statement is missing a default case: switch (cmbRendererType.SelectedItem.ToString ()) {  case "WriteableBitmap":  	{  		var writer = new BarcodeWriter {  			Format = (BarcodeFormat)cmbEncoderType.SelectedItem'  			Options = new ZXing.Common.EncodingOptions {  				Height = (int)imageBarcodeEncoder.Height'  				Width = (int)imageBarcodeEncoder.Width'  				Margin = 0  			}  		};  		var image = writer.Write (txtBarcodeContentEncode.Text);  		imageBarcodeEncoder.Source = image;  		imageBarcodeEncoder.Visibility = Visibility.Visible;  	}  	break;  case "XAML Geometry":  	{  		var writer = new BarcodeWriterGeometry {  			Format = (BarcodeFormat)cmbEncoderType.SelectedItem'  			Options = new ZXing.Common.EncodingOptions {  				Height = (int)imageBarcodeEncoder.Height'  				Width = (int)imageBarcodeEncoder.Width'  				Margin = 0  			}  		};  		var image = writer.Write (txtBarcodeContentEncode.Text);  		imageBarcodeEncoderGeometry.Data = image;  		imageBarcodeEncoderGeometry.Visibility = Visibility.Visible;  	}  	break;  }  
