Method,LOC,CC,PC
CameraDevices:CameraDevices,3,1,0
CameraDevices:SelectCamera,6,2,1
AForgeDemoForm:AForgeDemoForm,8,1,0
AForgeDemoForm:pictureBox1_Paint,21,9,2
AForgeDemoForm:OnLoad,4,1,1
AForgeDemoForm:OnClosing,12,4,1
AForgeDemoForm:LoadDevicesToCombobox,9,2,0
AForgeDemoForm:cmbDevice_SelectedIndexChanged,11,3,2
AForgeDemoForm:Current_NewFrame,14,4,2
AForgeDemoForm:ShowFrame,9,3,1
AForgeDemoForm:DecodeBarcode,14,4,0
AForgeDemoForm:ShowResult,5,1,1
Program:Main,7,1,0
Program:Application_ThreadException,3,1,2
Program:CurrentDomain_UnhandledException,3,1,2
Resources:Resources,2,1,0
