Method,LOC,CC,PC
App:App,6,1,0
App:OnApplicationStartup,11,1,2
App:OnApplicationExit,2,1,2
App:OnApplicationUnhandledException,15,2,2
App:ReportErrorToDOM,8,2,1
ModelGenerator:GenerateHouses,3,1,0
ModelGenerator:GenerateHouses,7,2,1
ModelGenerator:GenerateHouse,5,1,1
ModelGenerator:GenerateRooms,3,1,0
ModelGenerator:GenerateRooms,7,2,1
ModelGenerator:GenerateRoom,5,1,1
ModelGenerator:GenerateTables,3,1,0
ModelGenerator:GenerateTables,7,2,1
ModelGenerator:GenerateTable,4,1,1
RoomModel:RoomModel,3,1,0
RoomModel:RoomModel,3,1,1
HouseModel:HouseModel,3,1,0
HouseModel:HouseModel,3,1,1
TableModel:TableModel,2,1,0
TableModel:TableModel,3,1,1
HouseViewModel:HouseViewModel,4,1,1
TableViewModel:TableViewModel,2,1,0
TableViewModel:TableViewModel,4,1,1
MainPageViewModel:MainPageViewModel,3,1,0
RoomViewModel:RoomViewModel,4,1,1
RoomView:RoomView,3,1,0
HouseView:HouseView,3,1,0
TableView:TableView,3,1,0
MainPage:MainPage,3,1,0
