Implementation smell,Namespace,Class,File,Method,Description
Long Statement,NLog.BinaryCompatTests,LogEventInfoTests,D:\research\architectureSmells\repos\jkowalski_NLog\tests\NLog.BinaryCompatTests\LogEventInfoTests.cs,LogEventInfoTest2,The length of the statement  "            var logEventInfo = new LogEventInfo(LogLevel.Info' "Foo"' CultureInfo.InvariantCulture' "message {0}"' new object[] { 1 }); " is 123.
Long Statement,NLog.BinaryCompatTests,LogEventInfoTests,D:\research\architectureSmells\repos\jkowalski_NLog\tests\NLog.BinaryCompatTests\LogEventInfoTests.cs,LogEventInfoTest3,The length of the statement  "            var logEventInfo = new LogEventInfo(LogLevel.Info' "Foo"' CultureInfo.InvariantCulture' "message {0}"' new object[] { 1 }); " is 123.
Magic Number,NLog.BinaryCompatTests,LogFactoryTests,D:\research\architectureSmells\repos\jkowalski_NLog\tests\NLog.BinaryCompatTests\LogFactoryTests.cs,FlushTests,The following statement contains a magic number: factory.Flush(100);
Magic Number,NLog.BinaryCompatTests,LoggerTests,D:\research\architectureSmells\repos\jkowalski_NLog\tests\NLog.BinaryCompatTests\LoggerTests.cs,DebugTest,The following statement contains a magic number: logger.Debug(CultureInfo.InvariantCulture' "message{0}"' (ulong)2);
Magic Number,NLog.BinaryCompatTests,LoggerTests,D:\research\architectureSmells\repos\jkowalski_NLog\tests\NLog.BinaryCompatTests\LoggerTests.cs,DebugTest,The following statement contains a magic number: logger.Debug(CultureInfo.InvariantCulture' "message{0}"' (long)2);
Magic Number,NLog.BinaryCompatTests,LoggerTests,D:\research\architectureSmells\repos\jkowalski_NLog\tests\NLog.BinaryCompatTests\LoggerTests.cs,DebugTest,The following statement contains a magic number: logger.Debug(CultureInfo.InvariantCulture' "message{0}"' (uint)2);
Magic Number,NLog.BinaryCompatTests,LoggerTests,D:\research\architectureSmells\repos\jkowalski_NLog\tests\NLog.BinaryCompatTests\LoggerTests.cs,DebugTest,The following statement contains a magic number: logger.Debug(CultureInfo.InvariantCulture' "message{0}"' (int)2);
Magic Number,NLog.BinaryCompatTests,LoggerTests,D:\research\architectureSmells\repos\jkowalski_NLog\tests\NLog.BinaryCompatTests\LoggerTests.cs,DebugTest,The following statement contains a magic number: logger.Debug(CultureInfo.InvariantCulture' "message{0}"' (ushort)2);
Magic Number,NLog.BinaryCompatTests,LoggerTests,D:\research\architectureSmells\repos\jkowalski_NLog\tests\NLog.BinaryCompatTests\LoggerTests.cs,DebugTest,The following statement contains a magic number: logger.Debug(CultureInfo.InvariantCulture' "message{0}"' (sbyte)2);
Magic Number,NLog.BinaryCompatTests,LoggerTests,D:\research\architectureSmells\repos\jkowalski_NLog\tests\NLog.BinaryCompatTests\LoggerTests.cs,DebugTest,The following statement contains a magic number: logger.Debug(CultureInfo.InvariantCulture' "message{0}"' (short)2);
