Implementation smell,Namespace,Class,File,Method,Description
Magic Number,MyExtensionNamespace,WhenFooFilter,F:\newReposMay17\jkowalski_NLog\tests\SampleExtensions\WhenFooFilter.cs,Check,The following statement contains a magic number: if (X == 42) {  	return this.Action;  }  
