Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,mindtouch.core,MindTouch.Dream.Http,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: MindTouch.Dream.Http' MindTouch.Dream,MindTouch.Dream.Http.DreamRouteHandler' MindTouch.Dream.Http.RoutedHttpHandler' MindTouch.Dream.Http.HttpTransport' MindTouch.Dream.DreamApplicationConfiguration' MindTouch.Dream.DreamApplicationConfigurationBuilder' MindTouch.Dream.DreamHost' MindTouch.Dream.DreamFeatureChain' MindTouch.Dream.DreamHostService
Unstable Dependency,mindtouch.core,MindTouch.Dream,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): MindTouch.Dream.Http' MindTouch.Dream.IO,MindTouch.Dream.HttpTransport' MindTouch.Dream.IDreamResponseFormatter
Feature Concentration,mindtouch.core,MindTouch.Dream.AmazonS3,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AmazonS3Client' AmazonS3DataInfo' AmazonS3ClientConfig' AmazonS3FileHandle' IAmazonS3Client]' [S3PlugEx]. LCC (Lack of Component Cohesion) = 0.33,MindTouch.Dream.AmazonS3.S3PlugEx
Feature Concentration,mindtouch.core,MindTouch.Dream,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DreamApplicationConfiguration' DreamApplicationConfigurationBuilder' DreamApplication]' [CoreUtil' DreamHostService' ServiceEntry' DreamActivityDescription' DreamFeatureDirectory' IServiceActivator' DefaultServiceActivator' DreamCachedResponseException' DreamFeatureChain]' [DreamHost]. LCC (Lack of Component Cohesion) = 0.23,MindTouch.Dream.DreamHost
Feature Concentration,mindtouch.core,MindTouch.Dream.Services,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [S3StorageService]' [EmailService' SmtpSettings' SmtpClientFactory' ISmtpClientFactory' SmtpClientWrapper' ISmtpClient]' [StorageService]. LCC (Lack of Component Cohesion) = 0.38,MindTouch.Dream.Services.S3StorageService' MindTouch.Dream.Services.StorageService
Scattered Functionality,mindtouch.core,MindTouch.Dream.AmazonS3,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: MindTouch.Dream' MindTouch.Xml,MindTouch.Dream.Plug' MindTouch.Xml.XDoc' MindTouch.Dream.DreamMessage
Scattered Functionality,mindtouch.core,MindTouch.Dream,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: MindTouch.Dream' MindTouch.Xml,MindTouch.Dream.XUri' MindTouch.Dream.DreamMessage' MindTouch.Dream.DreamHeaders' MindTouch.Dream.Plug' MindTouch.Xml.XDoc' MindTouch.Dream.IDreamEnvironment' MindTouch.Xml.XDocFactory
Scattered Functionality,mindtouch.core,MindTouch.Dream,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: MindTouch.Tasking' MindTouch.Dream,MindTouch.Tasking.AResult' MindTouch.Dream.DreamContext' MindTouch.Dream.XUri' MindTouch.Dream.DreamMessage' MindTouch.Tasking.TaskEnv' MindTouch.Tasking.Result' MindTouch.Dream.IDreamService' MindTouch.Dream.XUriEx' MindTouch.Dream.DreamFeatureStage' MindTouch.Dream.DreamService' MindTouch.Tasking.Coroutine' MindTouch.Dream.Plug' MindTouch.Tasking.ITaskLifespan
Scattered Functionality,mindtouch.core,MindTouch.Dream,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: MindTouch.Dream' MindTouch.Xml' MindTouch.Tasking,MindTouch.Dream.DreamContext' MindTouch.Dream.DreamMessage' MindTouch.Dream.MimeType' MindTouch.Dream.XUri' MindTouch.Xml.XDocFactory' MindTouch.Tasking.Result' MindTouch.Xml.XDoc' MindTouch.Tasking.Coroutine' MindTouch.Dream.DreamService' MindTouch.Dream.Plug
Scattered Functionality,mindtouch.core,MindTouch.Dream,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: MindTouch.Dream' MindTouch.Xml' MindTouch.Web' MindTouch.Tasking,MindTouch.Dream.DreamContext' MindTouch.Xml.XDoc' MindTouch.Web.DreamCookie' MindTouch.Tasking.Result' MindTouch.Dream.DreamService' MindTouch.Web.DreamCookieJar' MindTouch.Dream.XUri' MindTouch.Dream.IDreamService' MindTouch.Dream.Plug' MindTouch.Dream.DreamMessage
Scattered Functionality,mindtouch.core,MindTouch.Dream,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: MindTouch.Dream' MindTouch.Xml' MindTouch.Tasking' MindTouch.Collections,MindTouch.Dream.XUri' MindTouch.Dream.DreamContext' MindTouch.Xml.XDoc' MindTouch.Tasking.TaskTimerFactory' MindTouch.Tasking.TaskEnv' MindTouch.Xml.XException' MindTouch.Collections.LockFreeXmlNameTable' MindTouch.Tasking.Result' MindTouch.Dream.DreamMessage
