Implementation smell,Namespace,Class,File,Method,Description
Long Statement,mTouchPDFReader.Demo,DataSource,D:\research\architectureSmells\repos\AlexanderMac_mTouch-PDFReader\Demo\Views\DocumentsTableVC.cs,openDocument,The length of the statement  "				var docViewController = new DocumentVC(PDFDocumentFile.PDFFiles[rowId].Id' PDFDocumentFile.PDFFiles[rowId].Name' PDFDocumentFile.PDFFiles[rowId].FilePath); " is 155.
