Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Entry,6,1,6,0,1,95,1,0,0,1,2,2
Feed,21,5,22,0,5,330,6,0,0,0.96,8,4
KeyTypeEnum,0,0,0,0,0,18,0,0,0,0,0,3
ValueTypeEnum,0,0,0,0,0,26,0,0,0,0,0,3
Accessibility,0,0,0,0,0,18,0,0,0,0,0,2
FeedStatus,0,0,0,0,0,14,0,0,0,0,0,3
Location,10,0,10,0,0,126,0,0,0,0,3,2
LocationExposure,0,0,0,0,0,14,0,0,0,0,0,2
LocationDisposition,0,0,0,0,0,14,0,0,0,0,0,2
LocationDomain,0,0,0,0,0,14,0,0,0,0,0,2
Unit,3,0,3,0,0,42,0,0,0,0,0,2
User,2,0,2,0,0,30,0,0,0,0,0,1
Waypoint,6,0,6,0,0,79,0,0,0,0,0,2
IFeedFormatter,0,7,0,0,0,34,7,1,0,0,2,0
FormatOption,0,0,0,0,0,27,0,0,0,0,0,2
JsonFormatter,37,23,0,1,11,532,104,0,1,0.92,17,1
ApiKeyCredential,1,2,1,0,2,17,2,0,1,0,0,1
ICredential,0,1,0,0,0,10,1,2,0,0,0,2
IServiceRequest,0,2,9,0,0,76,2,2,0,0,0,6
RequestEventArgs,2,1,2,0,1,33,1,0,0,0.5,2,1
IServiceResponse,0,2,5,0,0,47,2,1,0,0,0,4
IUserService,0,0,0,0,0,6,0,0,0,0,0,0
JsonRequest,8,3,10,0,3,129,8,0,1,0.62,0,0
JsonResponse,7,3,6,0,3,95,5,0,1,0.62,0,1
MistyService,4,17,2,2,13,317,29,0,0,0.85,14,2
IFeedService,0,6,0,0,0,46,6,0,0,0,2,0
QueryOption,13,0,12,1,0,151,0,0,0,0,4,2
QueryContent,0,0,0,0,0,18,0,0,0,0,0,2
QueryView,0,0,0,0,0,18,0,0,0,0,0,2
QuerySample,0,0,0,0,0,15,0,0,0,0,0,2
ServiceException,1,9,2,0,8,59,9,0,0,0.67,0,0
ServiceRequestImpl,9,2,10,0,2,95,2,0,1,0.89,1,1
UserCredential,3,2,2,0,2,26,2,0,1,0.33,0,1
HttpChannel,2,3,2,0,2,138,14,0,1,0.5,3,0
IServiceChannel,0,1,1,0,0,23,1,2,0,0,1,1
TcpChannel,8,8,5,0,3,465,13,0,1,0.92,7,0
BlockingQueue,3,4,2,0,4,83,5,0,0,0.25,0,0
DateTimeUtils,2,5,0,1,4,57,7,0,0,0,0,2
JsonUtils,0,1,0,0,1,41,17,0,0,0,0,0
PagedList,0,3,3,0,3,45,3,0,0,0,0,1
WaitFuture,3,6,2,0,6,51,8,0,0,0.78,0,1
AbstractIoBuffer,7,71,9,0,57,1124,172,1,1,0.98,7,0
Buffer,4,14,7,0,5,253,25,1,0,0.54,1,0
ByteOrder,0,0,0,0,0,14,0,0,0,0,0,1
BufferDataException,0,5,0,0,4,33,5,0,0,0,0,1
BufferUnderflowException,0,5,0,0,4,33,5,0,0,0,0,3
ByteBuffer,3,19,3,0,11,182,26,1,2,0.7,4,2
ByteBufferAllocator,1,3,0,1,3,33,5,0,1,0,1,0
ByteBufferR,0,12,1,0,4,59,12,0,3,0,3,1
IoBufferAllocator,0,3,0,0,0,26,3,1,0,0,0,4
IoBufferHexDumper,2,2,0,0,1,64,6,0,0,0,1,1
IoBufferStream,1,6,5,0,6,86,16,0,0,0.33,1,1
IoBuffer,1,74,13,0,72,709,74,1,1,0,1,5
ConcurrentDictionary,2,42,11,0,19,330,54,0,0,0.8,1,2
SplitOrderedList,11,21,1,0,9,866,47,0,0,0.87,0,1
SpinWait,4,1,0,0,1,23,3,0,0,0,0,0
