Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Xamarin.FlurryAnalyticsSample,AnalyticsViewController,C:\repos\xamarin_Seminars\2012-02-23-ThirdPartyLibraries\Flurry\src\Xamarin.FlurryAnalyticsSample\Xamarin.FlurryAnalyticsSample\ViewControllers\AnalyticsViewController.cs,LoadView,The following statement contains a magic number: var errorElement = new StringElement("Throw & Log Exception"' () => {  				  				try {  					  					throw new Exception("Thar be dragons!");  					  				} catch (Exception ex) {  					  					Console.WriteLine("Logging Error...Name: {0} -- Message: {1}"' ex.GetType().Name' ex.Message);  					FA.FlurryAnalytics.LogError(ex.GetType().Name' ex.Message'    			                            new NSError(NSError.CocoaErrorDomain' 3584));  					  				}  			});
