Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Cloud,KeyValueViewController,C:\repos\xamarin_Seminars\2012-03-22-iCloud\iCloud-KeyValue\KeyValueViewController.cs,ViewDidLoad,The following statement contains a magic number: saveButton.Frame = new RectangleF(10'120'90'50);
Magic Number,Cloud,KeyValueViewController,C:\repos\xamarin_Seminars\2012-03-22-iCloud\iCloud-KeyValue\KeyValueViewController.cs,ViewDidLoad,The following statement contains a magic number: saveButton.Frame = new RectangleF(10'120'90'50);
Magic Number,Cloud,KeyValueViewController,C:\repos\xamarin_Seminars\2012-03-22-iCloud\iCloud-KeyValue\KeyValueViewController.cs,ViewDidLoad,The following statement contains a magic number: saveButton.Frame = new RectangleF(10'120'90'50);
Magic Number,Cloud,KeyValueViewController,C:\repos\xamarin_Seminars\2012-03-22-iCloud\iCloud-KeyValue\KeyValueViewController.cs,ViewDidLoad,The following statement contains a magic number: saveButton.Frame = new RectangleF(10'120'90'50);
Magic Number,Cloud,KeyValueViewController,C:\repos\xamarin_Seminars\2012-03-22-iCloud\iCloud-KeyValue\KeyValueViewController.cs,ViewDidLoad,The following statement contains a magic number: reloadButton.Frame = new RectangleF(110'120'90'50);
Magic Number,Cloud,KeyValueViewController,C:\repos\xamarin_Seminars\2012-03-22-iCloud\iCloud-KeyValue\KeyValueViewController.cs,ViewDidLoad,The following statement contains a magic number: reloadButton.Frame = new RectangleF(110'120'90'50);
Magic Number,Cloud,KeyValueViewController,C:\repos\xamarin_Seminars\2012-03-22-iCloud\iCloud-KeyValue\KeyValueViewController.cs,ViewDidLoad,The following statement contains a magic number: reloadButton.Frame = new RectangleF(110'120'90'50);
Magic Number,Cloud,KeyValueViewController,C:\repos\xamarin_Seminars\2012-03-22-iCloud\iCloud-KeyValue\KeyValueViewController.cs,ViewDidLoad,The following statement contains a magic number: reloadButton.Frame = new RectangleF(110'120'90'50);
Magic Number,Cloud,KeyValueViewController,C:\repos\xamarin_Seminars\2012-03-22-iCloud\iCloud-KeyValue\KeyValueViewController.cs,ViewDidLoad,The following statement contains a magic number: clearButton.Frame = new RectangleF(210'120'90'50);
Magic Number,Cloud,KeyValueViewController,C:\repos\xamarin_Seminars\2012-03-22-iCloud\iCloud-KeyValue\KeyValueViewController.cs,ViewDidLoad,The following statement contains a magic number: clearButton.Frame = new RectangleF(210'120'90'50);
