Design smell,Namespace,Class,File,Cause
Unnecessary Abstraction,DefaultDash.Properties,Settings,C:\repos\byteit101_ZomB-Dashboard-System\Apps\DefaultDash\Properties\Settings.Designer.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: Default' defaultInstance
Broken Hierarchy,DefaultDash,Form1,C:\repos\byteit101_ZomB-Dashboard-System\Apps\DefaultDash\Form1.cs,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DashboardDataHubForm
