Implementation smell,Namespace,Class,File,Method,Description
Magic Number,_07.WriteToExcelFile,Program,C:\repos\mitko100_CSharp\Databases\05.ADO\07.WriteToExcelFile\Program.cs,Main,The following statement contains a magic number: using (excelConnection) {  	excelConnection.Open ();  	int rowsAffected = AddRecord ("Borislav Radenkov"' 101);  	System.Console.WriteLine ("Rows Affected : {0}"' rowsAffected);  }  
