Method,LOC,CC,PC
ComboBoxObject:ComboBoxObject,4,1,2
ComboBoxObject:ToString,3,1,0
DrawAbleConnector:DrawAbleConnector,2,1,2
DrawAbleConnector:Draw,6,1,2
DrawableNode:GetNode,3,1,0
DrawableNode:DrawableNode,10,1,3
DrawableNode:Log,3,1,0
DrawableNode:Draw,28,2,1
DrawableNode:buildContextMenu,8,1,0
DrawableNode:onWatchClick,7,1,2
DrawableNode:setValueClick,5,2,2
DrawableNode:getNodeImage,5,1,1
DrawableNode:nodeMouseHover,4,1,2
DrawableNode:nodeMouseClick,6,2,2
DrawableNode:Process,3,1,1
Form1:Form1,5,1,0
Form1:ConnectorToolButton_Click,16,10,2
Form1:ExecuteToolButton_MouseClick,6,2,2
Form1:timer1_Tick,14,4,2
Form1:drawPanel_MouseClick,27,4,2
Form1:CreateDrawPanelCtxMenu,17,3,2
Form1:addNode,9,2,2
Form1:node_onNodeClick,20,2,2
Form1:FindSubClassesOf,5,1,1
Form1:DrawPanelCtxMenu_SelectedtItemChanged,12,1,3
Form1:getNode,5,1,0
Form1:Form1_Paint,7,2,3
InputBox:InputBox,3,1,0
InputBox:button1_Click,3,1,2
InputBox:button2_Click,3,1,2
InputBox:GetInputValue,3,1,0
Program:Main,5,1,0
Resources:Resources,2,1,0
