Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,scSearchContrib.Tools,RebuildSearchIndexForm,D:\newReposJune17\sitecorian_SitecoreSearchContrib\scSearchContrib.Tools\RebuildSearchIndexForm.cs,BuildIndexCheckbox,The method has 4 parameters.
Long Statement,scSearchContrib.Tools.Scripts,IndexRebuilder,D:\newReposJune17\sitecorian_SitecoreSearchContrib\scSearchContrib.Tools\scripts\IndexRebuilder.aspx.cs,RebuildBtn_Click,The length of the statement  "			var options = new JobOptions ("RebuildSearchIndex"' "index"' Sitecore.Client.Site.Name' new Builder (item.Value)' "Rebuild") { " is 126.
Long Statement,scSearchContrib.Tools,RebuildSearchIndexForm,D:\newReposJune17\sitecorian_SitecoreSearchContrib\scSearchContrib.Tools\RebuildSearchIndexForm.cs,StartRebuilding,The length of the statement  "	var options2 = new JobOptions ("RebuildSearchIndex"' "index"' Client.Site.Name' new Builder (str.ToString ())' "Build") { " is 121.
Magic Number,scSearchContrib.Tools,RebuildSearchIndexForm,D:\newReposJune17\sitecorian_SitecoreSearchContrib\scSearchContrib.Tools\RebuildSearchIndexForm.cs,ActivePageChanged,The following statement contains a magic number: if (page == "Rebuilding") {  	base.NextButton.Disabled = true;  	base.BackButton.Disabled = true;  	base.CancelButton.Disabled = true;  	Context.ClientPage.ClientResponse.Timer ("StartRebuilding"' 10);  }  
Magic Number,scSearchContrib.Tools,RebuildSearchIndexForm,D:\newReposJune17\sitecorian_SitecoreSearchContrib\scSearchContrib.Tools\RebuildSearchIndexForm.cs,ActivePageChanged,The following statement contains a magic number: Context.ClientPage.ClientResponse.Timer ("StartRebuilding"' 10);  
Magic Number,scSearchContrib.Tools,RebuildSearchIndexForm,D:\newReposJune17\sitecorian_SitecoreSearchContrib\scSearchContrib.Tools\RebuildSearchIndexForm.cs,CheckStatus,The following statement contains a magic number: if (job == null) {  	base.Active = "Retry";  	base.NextButton.Disabled = true;  	base.BackButton.Disabled = false;  	base.CancelButton.Disabled = false;  	ErrorText.Value = "Job has finished unexpectedly";  } else if (job.Status.Failed) {  	base.Active = "Retry";  	base.NextButton.Disabled = true;  	base.BackButton.Disabled = false;  	base.CancelButton.Disabled = false;  	ErrorText.Value = StringUtil.StringCollectionToString (job.Status.Messages);  } else {  	string str2;  	if (job.Status.State == JobState.Running) {  		str2 = Translate.Text ("Processed {0} items. "' new object[] {  			job.Status.Processed'  			job.Status.Total  		});  	} else {  		str2 = Translate.Text ("Queued.");  	}  	if (job.IsDone) {  		base.Active = "LastPage";  		base.BackButton.Disabled = true;  		ResultText.Value = StringUtil.StringCollectionToString (job.Status.Messages);  	} else {  		Context.ClientPage.ClientResponse.SetInnerHtml ("Status"' str2);  		Context.ClientPage.ClientResponse.Timer ("CheckStatus"' 500);  	}  }  
Magic Number,scSearchContrib.Tools,RebuildSearchIndexForm,D:\newReposJune17\sitecorian_SitecoreSearchContrib\scSearchContrib.Tools\RebuildSearchIndexForm.cs,CheckStatus,The following statement contains a magic number: if (job.Status.Failed) {  	base.Active = "Retry";  	base.NextButton.Disabled = true;  	base.BackButton.Disabled = false;  	base.CancelButton.Disabled = false;  	ErrorText.Value = StringUtil.StringCollectionToString (job.Status.Messages);  } else {  	string str2;  	if (job.Status.State == JobState.Running) {  		str2 = Translate.Text ("Processed {0} items. "' new object[] {  			job.Status.Processed'  			job.Status.Total  		});  	} else {  		str2 = Translate.Text ("Queued.");  	}  	if (job.IsDone) {  		base.Active = "LastPage";  		base.BackButton.Disabled = true;  		ResultText.Value = StringUtil.StringCollectionToString (job.Status.Messages);  	} else {  		Context.ClientPage.ClientResponse.SetInnerHtml ("Status"' str2);  		Context.ClientPage.ClientResponse.Timer ("CheckStatus"' 500);  	}  }  
Magic Number,scSearchContrib.Tools,RebuildSearchIndexForm,D:\newReposJune17\sitecorian_SitecoreSearchContrib\scSearchContrib.Tools\RebuildSearchIndexForm.cs,CheckStatus,The following statement contains a magic number: if (job.IsDone) {  	base.Active = "LastPage";  	base.BackButton.Disabled = true;  	ResultText.Value = StringUtil.StringCollectionToString (job.Status.Messages);  } else {  	Context.ClientPage.ClientResponse.SetInnerHtml ("Status"' str2);  	Context.ClientPage.ClientResponse.Timer ("CheckStatus"' 500);  }  
Magic Number,scSearchContrib.Tools,RebuildSearchIndexForm,D:\newReposJune17\sitecorian_SitecoreSearchContrib\scSearchContrib.Tools\RebuildSearchIndexForm.cs,CheckStatus,The following statement contains a magic number: Context.ClientPage.ClientResponse.Timer ("CheckStatus"' 500);  
Magic Number,scSearchContrib.Tools,RebuildSearchIndexForm,D:\newReposJune17\sitecorian_SitecoreSearchContrib\scSearchContrib.Tools\RebuildSearchIndexForm.cs,StartRebuilding,The following statement contains a magic number: Context.ClientPage.ClientResponse.Timer ("CheckStatus"' 500);  
