Method,LOC,CC,PC
DefaultMessageConverter:ToAmqpMessage,24,6,1
DefaultMessageConverter:ToNmsMessage,18,2,1
DefaultMessageConverter:ToAmqpMessagePriority,3,1,1
DefaultMessageConverter:ToNmsPriority,6,2,1
DefaultMessageConverter:ToQpidDuration,14,3,1
DefaultMessageConverter:ToNMSTimespan,10,2,1
DefaultMessageConverter:CreateAmqpMessage,38,7,1
DefaultMessageConverter:CreateNmsMessage,25,3,1
DefaultMessageConverter:ToAmqpAddress,6,2,1
DefaultMessageConverter:ToNmsDestination,6,2,1
DefaultMessageConverter:SetNmsPrimitiveMap,7,2,2
DefaultMessageConverter:FromNmsPrimitiveMap,9,2,1
DefaultMessageConverter:ConvertObjectToAmqpList,14,3,1
DefaultMessageConverter:ConvertAmqpListToObject,12,3,1
IMessageConverter:ToAmqpMessage,1,1,1
IMessageConverter:ToNmsMessage,1,1,1
BaseMessage:Acknowledge,5,2,0
BaseMessage:ClearBody,4,1,0
BaseMessage:ClearProperties,3,1,0
BaseMessage:GetObjectProperty,3,1,1
BaseMessage:SetObjectProperty,2,1,2
BaseMessage:FailIfReadOnlyBody,5,2,0
BaseMessage:FailIfWriteOnlyBody,5,2,0
BytesMessage:ClearBody,7,1,0
BytesMessage:ReadByte,12,3,0
BytesMessage:WriteByte,9,2,1
BytesMessage:ReadBoolean,12,3,0
BytesMessage:WriteBoolean,9,2,1
BytesMessage:ReadChar,12,3,0
BytesMessage:WriteChar,9,2,1
BytesMessage:ReadInt16,12,3,0
BytesMessage:WriteInt16,9,2,1
BytesMessage:ReadInt32,12,3,0
BytesMessage:WriteInt32,9,2,1
BytesMessage:ReadInt64,12,3,0
BytesMessage:WriteInt64,9,2,1
BytesMessage:ReadSingle,12,3,0
BytesMessage:WriteSingle,9,2,1
BytesMessage:ReadDouble,12,3,0
BytesMessage:WriteDouble,9,2,1
BytesMessage:ReadBytes,12,3,1
BytesMessage:ReadBytes,12,3,2
BytesMessage:WriteBytes,9,2,1
BytesMessage:WriteBytes,9,2,3
BytesMessage:ReadString,13,3,0
BytesMessage:WriteString,10,2,1
BytesMessage:WriteObject,36,11,1
BytesMessage:Reset,7,1,0
BytesMessage:InitializeReading,11,3,0
BytesMessage:InitializeWriting,8,2,0
BytesMessage:StoreContent,9,2,0
Connection:Connection,2,1,0
Connection:Start,12,2,0
Connection:Stop,11,3,0
Connection:Dispose,3,1,0
Connection:CreateSession,3,1,0
Connection:CreateSession,3,1,1
Connection:AddSession,5,2,1
Connection:RemoveSession,5,2,1
Connection:Dispose,15,4,1
Connection:CheckConnected,45,10,0
Connection:CheckDisconnected,29,8,0
Connection:Close,28,2,0
Connection:PurgeTempDestinations,2,1,0
Connection:ConnectionPropertyExists,3,1,1
Connection:GetConnectionProperty,8,2,1
Connection:SetConnectionProperty,9,2,2
Connection:ThrowIfConnected,5,2,1
Connection:HandleException,8,2,1
Connection:GetNextSessionId,3,1,0
Connection:CreateQpidSession,7,2,0
Connection:ConstructConnectionOptionsString,23,5,1
ConnectionFactory:GetDefaultBrokerUrl,7,2,0
ConnectionFactory:ConnectionFactory,2,1,0
ConnectionFactory:ConnectionFactory,2,1,1
ConnectionFactory:ConnectionFactory,2,1,2
ConnectionFactory:ConnectionFactory,2,1,1
ConnectionFactory:ConnectionFactory,2,1,2
ConnectionFactory:ConnectionFactory,22,5,3
ConnectionFactory:ConnectionFactory,15,4,3
ConnectionFactory:CreateConnection,3,1,0
ConnectionFactory:CreateConnection,18,3,2
ConnectionFactory:ConnectionPropertyExists,3,1,1
ConnectionFactory:GetConnectionProperty,8,2,1
ConnectionFactory:SetConnectionProperty,8,2,2
ConnectionMetaData:ConnectionMetaData,19,3,0
Destination:Destination,3,1,0
Destination:Destination,3,1,1
Destination:Destination,3,1,3
Destination:Destination,3,1,4
Destination:Destination,3,1,1
Destination:ToString,3,1,0
Destination:GetHashCode,10,3,0
Destination:Equals,12,3,1
Destination:CreateDestination,1,1,1
Destination:CreateDestination,1,1,3
MessageConsumer:MessageConsumer,6,1,4
MessageConsumer:Start,29,7,0
MessageConsumer:Stop,11,3,0
MessageConsumer:Receive,3,1,0
MessageConsumer:Receive,3,1,1
MessageConsumer:ReceiveNoWait,3,1,0
MessageConsumer:ReceiveQpid,9,2,1
MessageConsumer:Dispose,3,1,0
MessageConsumer:Close,3,1,0
MessageConsumer:StopAsyncDelivery,14,4,0
MessageConsumer:StartAsyncDelivery,8,2,0
MessageConsumer:DispatchLoop,24,6,0
MessageConsumer:HandleAsyncException,3,1,1
MessageConsumer:ToNmsMessage,13,4,1
MessageProducer:MessageProducer,5,1,3
MessageProducer:Start,18,5,0
MessageProducer:Stop,12,3,0
MessageProducer:Send,3,1,1
MessageProducer:Send,3,1,4
MessageProducer:Send,3,1,2
MessageProducer:Send,25,6,5
MessageProducer:Close,2,1,0
MessageProducer:Dispose,3,1,0
MessageProducer:CreateMessage,3,1,0
MessageProducer:CreateTextMessage,3,1,0
MessageProducer:CreateTextMessage,3,1,1
MessageProducer:CreateMapMessage,3,1,0
MessageProducer:CreateObjectMessage,3,1,1
MessageProducer:CreateBytesMessage,3,1,0
MessageProducer:CreateBytesMessage,3,1,1
MessageProducer:CreateStreamMessage,3,1,0
ObjectMessage:ObjectMessage,2,1,0
ObjectMessage:ObjectMessage,3,1,1
Queue:Queue,2,1,0
Queue:Queue,2,1,1
Queue:Queue,2,1,3
Queue:CreateDestination,3,1,1
Queue:CreateDestination,3,1,3
Session:Session,14,3,3
Session:Start,28,5,0
Session:Stop,21,3,0
Session:Dispose,3,1,0
Session:Dispose,13,3,1
Session:Close,12,3,0
Session:DoClose,3,1,0
Session:Shutdown,35,2,0
Session:CreateProducer,3,1,0
Session:CreateProducer,19,3,1
Session:DoCreateMessageProducer,3,1,1
Session:CreateConsumer,3,1,1
Session:CreateConsumer,3,1,2
Session:CreateConsumer,23,4,3
Session:CreateDurableConsumer,3,1,4
Session:DoCreateMessageConsumer,3,1,3
Session:DeleteDurableConsumer,3,1,1
Session:CreateBrowser,3,1,1
Session:CreateBrowser,3,1,2
Session:GetQueue,3,1,1
Session:GetTopic,3,1,1
Session:GetQueue,3,1,3
Session:GetTopic,3,1,3
Session:CreateTemporaryQueue,3,1,0
Session:CreateTemporaryTopic,3,1,0
Session:DeleteDestination,4,1,1
Session:CreateMessage,4,1,0
Session:CreateTextMessage,4,1,0
Session:CreateTextMessage,4,1,1
Session:CreateMapMessage,3,1,0
Session:CreateBytesMessage,3,1,0
Session:CreateBytesMessage,5,1,1
Session:CreateStreamMessage,3,1,0
Session:CreateObjectMessage,5,1,1
Session:Commit,3,1,0
Session:Rollback,3,1,0
Session:Recover,3,1,0
Session:AddConsumer,6,2,1
Session:RemoveConsumer,5,2,1
Session:AddProducer,5,2,1
Session:RemoveProducer,5,2,1
Session:GetNextConsumerId,3,1,0
Session:GetNextProducerId,3,1,0
Session:CreateQpidReceiver,6,2,1
Session:CreateQpidSender,6,2,1
StreamMessage:ReadBoolean,33,7,0
StreamMessage:ReadByte,33,7,0
StreamMessage:ReadChar,30,6,0
StreamMessage:ReadInt16,36,8,0
StreamMessage:ReadInt32,39,9,0
StreamMessage:ReadInt64,42,10,0
StreamMessage:ReadSingle,33,7,0
StreamMessage:ReadDouble,36,8,0
StreamMessage:ReadString,54,15,0
StreamMessage:ReadBytes,39,8,1
