Implementation smell,Namespace,Class,File,Method,Description
Long Statement,DG.BotWorld.World,Host,C:\repos\giacomelli_BotWorld\src\DG.BotWorld.World\Host.cs,GetBotRankingForEnvironment,The length of the statement  "	//			var brs = CollapseBotRankingsToBotRank(BotRankingPersister.GetBotRankingsForEnvironment(bot.Name' environment.Name)); " is 122.
