Implementation smell,Namespace,Class,File,Method,Description
Long Statement,DG.BotWorld.Hosting,ConfigHelper,C:\repos\giacomelli_BotWorld\src\DG.BotWorld.Hosting\ConfigHelper.cs,GetWorldSubDir,The length of the statement  "	return String.Format (CultureInfo.InvariantCulture' "{0}{1}{2}{1}"' WorldRootDir' Path.DirectorySeparatorChar' subFolderName); " is 126.
Long Statement,DG.BotWorld.Hosting,ConfigHelper,C:\repos\giacomelli_BotWorld\src\DG.BotWorld.Hosting\ConfigHelper.cs,GetWorldSourceSubDir,The length of the statement  "	return String.Format (CultureInfo.InvariantCulture' "{0}{1}{2}{1}"' WorldSourceRootDir' Path.DirectorySeparatorChar' subFolderName); " is 132.
Long Statement,DG.BotWorld.Hosting,EnvironmentHelper,C:\repos\giacomelli_BotWorld\src\DG.BotWorld.Hosting\EnvironmentHelper.cs,SaveAvatar,The length of the statement  "		throw new ArgumentException ("Is impossible save the avatar because the environemnt has no UIInformation about it."' "environment"); " is 132.
Long Statement,DG.BotWorld.Hosting,EnvironmentHelper,C:\repos\giacomelli_BotWorld\src\DG.BotWorld.Hosting\EnvironmentHelper.cs,GetAvatarFilePath,The length of the statement  "	return String.Format (CultureInfo.InvariantCulture' @"{0}\{1}\Images\avatar.png"' world.EnvironmentsInstanceDir' environment.Name); " is 131.
Long Statement,DG.BotWorld.Hosting,World,C:\repos\giacomelli_BotWorld\src\DG.BotWorld.Hosting\World.cs,GetBotAbilityInterfaceType,The length of the statement  "	return botAbilityType.GetInterfaces ().Where (t => t.GetInterfaces ().Count (i => i.Equals (typeof(IBotAbility))) > 0).First (); " is 128.
Long Statement,DG.BotWorld.Hosting,World,C:\repos\giacomelli_BotWorld\src\DG.BotWorld.Hosting\World.cs,GetBotAbilityByInterfaceType,The length of the statement  "	return GetBotAbilitiesByBotName (bot.Name).Where (a => a.GetType ().GetInterfaces ().Count (i => i.Equals (interfaceType)) == 1).FirstOrDefault (); " is 147.
Long Statement,DG.BotWorld.Hosting,World,C:\repos\giacomelli_BotWorld\src\DG.BotWorld.Hosting\World.cs,GetBotAbilityByInterfaceType,The length of the statement  "	return GetBotAbilitiesByBotName (bot.Name).Where (a => a.GetType ().GetInterfaces ().Count (i => i.FullName.Equals (interfaceType' StringComparison.OrdinalIgnoreCase)) == 1).FirstOrDefault (); " is 192.
Long Statement,DG.BotWorld.Hosting,World,C:\repos\giacomelli_BotWorld\src\DG.BotWorld.Hosting\World.cs,RenderEnvironmentToImage,The length of the statement  "		var msg = String.Format (CultureInfo.InvariantCulture' "Error trying to renderize the environemnt '{0}'."' environment.Name); " is 125.
Long Statement,DG.BotWorld.Hosting,WorldContext,C:\repos\giacomelli_BotWorld\src\DG.BotWorld.Hosting\WorldContext.cs,AddBot,The length of the statement  "		throw new InvalidOperationException ("The bot '{0}' should have abilities to enter in the world context.".With (bot.Name)); " is 123.
Long Statement,DG.BotWorld.Hosting,WorldCourt,C:\repos\giacomelli_BotWorld\src\DG.BotWorld.Hosting\WorldCourt.cs,CheckExportAttribute,The length of the statement  "	return toCheckClass.GetCustomAttributes (typeof(System.ComponentModel.Composition.ExportAttribute)' true).Count () == 1; " is 120.
Magic Number,DG.BotWorld.Hosting,World,C:\repos\giacomelli_BotWorld\src\DG.BotWorld.Hosting\World.cs,RunEnvironment,The following statement contains a magic number: RunEnvironment (new object[2] {  	environment'  	bots  });  
Magic Number,DG.BotWorld.Hosting,World,C:\repos\giacomelli_BotWorld\src\DG.BotWorld.Hosting\World.cs,RunEnvironmentAsync,The following statement contains a magic number: lock (this) {  	var key = environment.Name;  	AbortEnvironment (environment);  	var t = new Thread (new ParameterizedThreadStart (RunEnvironment));  	m_environmentsRunningThreads.Add (key' t);  	t.Start (new object[2] {  		environment'  		bots  	});  }  
Magic Number,DG.BotWorld.Hosting,World,C:\repos\giacomelli_BotWorld\src\DG.BotWorld.Hosting\World.cs,RunEnvironmentAsync,The following statement contains a magic number: t.Start (new object[2] {  	environment'  	bots  });  
