Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
CanRunRecord,0,1,2,0,1,16,1,0,0,0,0,1
MasApplicationBase,1,38,17,0,11,475,83,1,1,0.95,17,0
MasKillException,0,4,0,0,3,22,4,0,0,0,0,1
MasConsoleApplication,1,5,4,0,1,104,19,5,2,0.8,4,0
MasTestConsoleApplication,0,1,0,0,0,10,2,0,3,0,0,0
MasModel,0,2,0,0,2,32,5,0,1,0,12,1
DefaultMasProcessRepository,2,12,2,0,12,160,27,0,1,0.96,6,1
DefaultRepositorySetupProvider,0,1,0,0,1,51,12,0,1,0,7,0
IMasProcessStarter,0,1,0,0,0,4,1,1,0,0,1,1
IMasSetupProvider,0,1,0,0,0,4,1,1,0,0,2,1
MasConfiguration,0,2,7,0,2,56,3,0,0,0,4,4
MasInversionExtension,0,2,0,0,2,22,3,0,0,0,11,0
MasProcessStartInfo,0,1,5,0,1,27,1,0,0,0,0,3
MasSetupException,0,4,0,0,3,22,4,0,0,0,0,1
MasException,0,4,0,0,3,22,4,0,0,0,0,2
SetupProviderAttribute,0,1,1,0,1,11,1,0,0,0,0,1
DefaultMasProcessStarter,0,3,0,0,1,44,9,0,1,0,3,1
MasController,0,9,2,0,6,152,23,0,1,0,5,1
MasExtensions,0,7,0,0,7,83,19,0,0,0,3,0
ApplicationCommandCaller,0,1,0,0,1,15,4,0,0,0,1,0
