Implementation smell,Namespace,Class,File,Method,Description
Complex Method,Nap.Html.Parsers,HtmlElementParser,D:\research\architectureSmells\repos\mandest_Nap\src\Nap.Html\Parsers\HtmlElementParser.cs,Parse,Cyclomatic complexity of the method is 9
Long Statement,Nap.Html.Factories,BinderFactory,D:\research\architectureSmells\repos\mandest_Nap\src\Nap.Html\Factories\BinderFactory.cs,BinderMatchesType,The length of the statement  "            var binderInterface = binder.GetType().GetInterfaces().FirstOrDefault(i => i.IsGenericType && i.GetGenericTypeDefinition() == typeof(IBinder<>));" is 145.
Long Statement,Nap.Html.Factories,ParserFactory,D:\research\architectureSmells\repos\mandest_Nap\src\Nap.Html\Factories\ParserFactory.cs,ParserMatchesType,The length of the statement  "			var parserInterface = parser.GetType().GetInterfaces().FirstOrDefault(i => i.GetGenericTypeDefinition() == typeof(IParser<>));" is 126.
Long Statement,Nap.Html.Factories,FinderFactory,D:\research\architectureSmells\repos\mandest_Nap\src\Nap.Html\Factories\FinderFactory.cs,FinderMatchesType,The length of the statement  "            var finderInterface = finder.GetType().GetInterfaces().FirstOrDefault(i => i.GetGenericTypeDefinition() == typeof(IFinder<>));" is 126.
Long Statement,Nap.Html.Parsers,HtmlElementParser,D:\research\architectureSmells\repos\mandest_Nap\src\Nap.Html\Parsers\HtmlElementParser.cs,Parse,The length of the statement  "				throw new NapParsingException($"Attribute {attributeInstance.GetType().FullName} is not of the correct type to be handled by ${GetType().FullName}."' ex);" is 154.
Long Statement,Nap.Html.Serialization.Binders,DecimalBinder,D:\research\architectureSmells\repos\mandest_Nap\src\Nap.Html\Serialization\Binders\DecimalBinder.cs,Handle,The length of the statement  "					return decimal.TryParse(bindingFormat.ParseToNumber(input) ?? input' bindingFormat.NumberStyle' bindingFormat.FormatInfo' out d) ? (decimal?)d : null;" is 150.
Long Statement,Nap.Html.Serialization.Binders,DecimalBinder,D:\research\architectureSmells\repos\mandest_Nap\src\Nap.Html\Serialization\Binders\DecimalBinder.cs,Handle,The length of the statement  "				throw new NapBindingException($"An error occurred binding {input} to type {outputType.FullName}.  See inner exception for details."' e);" is 136.
Long Statement,Nap.Html.Serialization.Binders,EnumerableBinder,D:\research\architectureSmells\repos\mandest_Nap\src\Nap.Html\Serialization\Binders\EnumerableBinder.cs,ParseAndBind,The length of the statement  "            var boundValue = BinderFactory.Instance.GetBinder(objectType).Handle(parsedValue' nodeForProperty' objectType' attribute);" is 122.
Long Statement,Nap.Html.Serialization.Binders,IntBinder,D:\research\architectureSmells\repos\mandest_Nap\src\Nap.Html\Serialization\Binders\IntBinder.cs,Handle,The length of the statement  "                    return int.TryParse(bindingFormat.ParseToNumber(input) ?? input' bindingFormat.NumberStyle' bindingFormat.FormatInfo' out d) ? (int?)d : null;" is 142.
Long Statement,Nap.Html.Serialization.Binders,IntBinder,D:\research\architectureSmells\repos\mandest_Nap\src\Nap.Html\Serialization\Binders\IntBinder.cs,Handle,The length of the statement  "                throw new NapBindingException($"An error occurred binding {input} to type {outputType.FullName}.  See inner exception for details."' e);" is 136.
Long Statement,Nap.Html.Serialization.Binders,ObjectBinder,D:\research\architectureSmells\repos\mandest_Nap\src\Nap.Html\Serialization\Binders\ObjectBinder.cs,ParseAndBind,The length of the statement  "            var boundValue = BinderFactory.Instance.GetBinder(objectType).Handle(parsedValue' nodeForProperty' objectType' attribute);" is 122.
Long Statement,Nap.Html.Serialization.Binders,PrimitiveBinder,D:\research\architectureSmells\repos\mandest_Nap\src\Nap.Html\Serialization\Binders\PrimitiveBinder.cs,Handle,The length of the statement  "				throw new NapBindingException($"An error occurred binding {input} to type {outputType.FullName}.  See inner exception for details."' e);" is 136.
