Implementation smell,Namespace,Class,File,Method,Description
Long Statement,MXiTunesRemote,DefaultAlbumArtRetriever,C:\repos\xurubin_MXiTunesHelper\AlbumArtRetriever.cs,retrieve,The length of the statement  "		Stream data = client.OpenRead (String.Format ("http://so.1ting.com/album.do?q={0}+{1}"' HttpUtility.UrlEncode (AlbumName)' HttpUtility.UrlEncode (Artist))); " is 156.
Long Statement,MXiTunesRemote,Form1,C:\repos\xurubin_MXiTunesHelper\Form1.cs,Form1_Load,The length of the statement  "	RemotingConfiguration.RegisterWellKnownServiceType (typeof(MXiTunesRemote)' "MXiTunes"' WellKnownObjectMode.SingleCall); " is 120.
Empty Catch Block,MXiTunesRemote,AlbumArtServer,C:\repos\xurubin_MXiTunesHelper\AlbumArtServer.cs,ListenerThread,The method has an empty catch block.
