Implementation smell,Namespace,Class,File,Method,Description
Empty Catch Block,MvvmCross.UnitTest.Common,XunitTestLogger,C:\research\architectureSmells\repos\MvvmCross_MvvmCross\UnitTests\MvvmCross.UnitTest.Common\XunitTestLogger.cs,Write,The method has an empty catch block.
