Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,WaveEngineUWP.Components,WaveEngine.Components.Animation,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: WaveEngine.Components.Animation' WaveEngine.Components.Graphics3D' WaveEngine.Components.Graphics2D,WaveEngine.Components.Animation.Animation2D' WaveEngine.Components.Graphics3D.InternalStaticModel' WaveEngine.Components.Graphics3D.ParticleSystemRenderer3D' WaveEngine.Components.Graphics3D.SkinnedModelRenderer' WaveEngine.Components.Graphics2D.ParticleSystemRenderer2D
Unstable Dependency,WaveEngineUWP.Components,WaveEngine.Components.Animation,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): WaveEngine.Components.Graphics2D,WaveEngine.Components.Animation.SpriteAtlas
Unstable Dependency,WaveEngineUWP.Components,WaveEngine.Components.Graphics2D,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): WaveEngine.Components.Graphics3D,WaveEngine.Components.Graphics2D.MaterialComponent' WaveEngine.Components.Graphics2D.MaterialsMap
Ambiguous Interface,WaveEngineUWP.Components,WaveEngine.Components.Primitives,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: Geometric,WaveEngine.Components.Primitives.Geometric
God Component,WaveEngineUWP.Components,WaveEngine.Components.UI,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 46,WaveEngine.Components.UI.Orientation' WaveEngine.Components.UI.ColumnDefinition' WaveEngine.Components.UI.GridUnitType' WaveEngine.Components.UI.RowDefinition' WaveEngine.Components.UI.Stretch' WaveEngine.Components.UI.SubTextInfo' WaveEngine.Components.UI.TextAlignment' WaveEngine.Components.UI.ChangedEventArgs' WaveEngine.Components.UI.TextBox' WaveEngine.Components.UI.FocusBehavior' WaveEngine.Components.UI.ProgressBar' WaveEngine.Components.UI.RadioButton' WaveEngine.Components.UI.LineInfo' WaveEngine.Components.UI.TextBlock' WaveEngine.Components.UI.ToggleSwitch' WaveEngine.Components.UI.UIBase' WaveEngine.Components.UI.CheckBox
Feature Concentration,WaveEngineUWP.Components,WaveEngine.Components.Cameras,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CameraPoint]' [FixedCamera3D' FreeCamera3D' ViewCamera3D]' [FixedCamera2D' FreeCamera2D]' [FreeCamera2DBehavior]' [FreeCamera3DBehavior]' [ViewCamera3DBehavior]. LCC (Lack of Component Cohesion) = 0.67,WaveEngine.Components.Cameras.FixedCamera2D' WaveEngine.Components.Cameras.FreeCamera2D' WaveEngine.Components.Cameras.CameraPoint' WaveEngine.Components.Cameras.FreeCamera2DBehavior' WaveEngine.Components.Cameras.FreeCamera3DBehavior' WaveEngine.Components.Cameras.ViewCamera3DBehavior
Feature Concentration,WaveEngineUWP.Components,WaveEngine.Components.Graphics2D,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Material2D' QuadRenderer]' [ParticleSystemRenderer2D]' [SliceCacheItem]' [Sprite' SpriteRenderer]' [SpriteAtlas' SpriteAtlasRenderer]' [Billboard]. LCC (Lack of Component Cohesion) = 0.67,WaveEngine.Components.Graphics2D.Sprite' WaveEngine.Components.Graphics2D.SpriteRenderer' WaveEngine.Components.Graphics2D.SpriteAtlas' WaveEngine.Components.Graphics2D.SpriteAtlasRenderer' WaveEngine.Components.Graphics2D.ParticleSystemRenderer2D' WaveEngine.Components.Graphics2D.SliceCacheItem' WaveEngine.Components.Graphics2D.Billboard
Feature Concentration,WaveEngineUWP.Components,WaveEngine.Components.Particles,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Particle]' [ParticleSystem2D' Shape' ParticleSystem3D]' [ParticleCollisionBehavior]' [ParticleCollisionFlags]. LCC (Lack of Component Cohesion) = 0.67,WaveEngine.Components.Particles.Particle' WaveEngine.Components.Particles.ParticleCollisionBehavior' WaveEngine.Components.Particles.ParticleCollisionFlags
Feature Concentration,WaveEngineUWP.Components,WaveEngine.Components.Toolkit,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [LookAtBehavior' AxisEnum]' [Tagalong]' [TextComponent' TextCharInfo' TextRenderer2D' TextRenderer3D]. LCC (Lack of Component Cohesion) = 0.43,WaveEngine.Components.Toolkit.LookAtBehavior' WaveEngine.Components.Toolkit.AxisEnum' WaveEngine.Components.Toolkit.Tagalong
Feature Concentration,WaveEngineUWP.Components,WaveEngine.Components.UI,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Button' ImageControl' ImageControlRenderer' Stretch' PanelControl' ProgressBarBehavior' RadioButton' RadioButtonBehavior' SliderBehavior' TextControl' TextControlRenderer' TextBoxBehavior' ToggleSwitch' ToggleSwitchBehavior' UIBase' WrapPanel' ButtonBehavior' FocusBehavior' CheckBox' CheckBoxBehavior' GridControl' GridRenderer' GridUnitType' Orientation' StackPanelControl' WrapPanelControl' Grid' GridLength' Image' ProgressBar' ChangedEventArgs' Slider' StackPanel' LineInfo' TextAlignment' TextBlock' TextBox]' [BorderRenderer]' [ColumnDefinition]' [RowDefinition]' [ImageAtlas' ImageAtlasRenderer]' [PanelControlRenderer]' [StackPanelRenderer]' [SubTextInfo]' [WrapPanelRenderer]. LCC (Lack of Component Cohesion) = 0.2,WaveEngine.Components.UI.WrapPanelRenderer
