Implementation smell,Namespace,Class,File,Method,Description
Long Statement,at.myecdl.ui.impl,AppBarFunctions,C:\repos\riederm_at.myecdl\at.myecdl\at.myecdl.ui\impl\AppBar.cs,RestoreWindow,The length of the statement  "	Rect rect = new Rect (info.OriginalPosition.X' info.OriginalPosition.Y' info.OriginalSize.Width' info.OriginalSize.Height); " is 123.
Long Statement,at.myecdl.ui.impl,AppBarFunctions,C:\repos\riederm_at.myecdl\at.myecdl\at.myecdl.ui\impl\AppBar.cs,RestoreWindow,The length of the statement  "	appbarWindow.Dispatcher.BeginInvoke (DispatcherPriority.ApplicationIdle' new ResizeDelegate (DoResize)' appbarWindow' rect); " is 124.
Long Statement,at.myecdl.ui.impl,AppBarFunctions,C:\repos\riederm_at.myecdl\at.myecdl\at.myecdl.ui\impl\AppBar.cs,ABSetPos,The length of the statement  "	Rect rect = new Rect ((double)barData.rc.left' (double)barData.rc.top' (double)(barData.rc.right - barData.rc.left)' (double)(barData.rc.bottom - barData.rc.top)); " is 163.
Long Statement,at.myecdl.ui.impl,AppBarFunctions,C:\repos\riederm_at.myecdl\at.myecdl\at.myecdl.ui\impl\AppBar.cs,ABSetPos,The length of the statement  "	appbarWindow.Dispatcher.BeginInvoke (DispatcherPriority.ApplicationIdle' new ResizeDelegate (DoResize)' appbarWindow' rect); " is 124.
Magic Number,at.myecdl.ui.impl,BottomBarPositioner,C:\repos\riederm_at.myecdl\at.myecdl\at.myecdl.ui\impl\BottomBarPositioner.cs,PositionWindow,The following statement contains a magic number: window.Dispatcher.Invoke (new Action (() =>  {  	window.Top = -2000;  	//move the window outside the screen  	window.Show ();  }));  
Magic Number,at.myecdl.ui.impl,BottomBarPositioner,C:\repos\riederm_at.myecdl\at.myecdl\at.myecdl.ui\impl\BottomBarPositioner.cs,PositionWindow,The following statement contains a magic number: window.Top = -2000;  
