Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
EvaluationResult,1,3,2,1,3,25,3,0,1,0,1,5
ICondition,0,1,0,0,0,4,1,2,0,0,0,4
MultiEvaluationResult,1,1,2,0,1,28,1,0,1,0,1,2
TaskAttribute,0,2,2,0,2,21,2,0,0,0,0,1
IAnswer,0,0,3,0,0,15,0,1,0,0,0,4
IEvaluationResult,0,0,2,0,0,9,0,3,0,0,0,5
IEvaluator,0,2,0,0,0,5,2,1,0,0,0,3
IExercise,0,0,1,0,0,7,0,1,1,0,0,2
IQuestion,0,0,3,0,0,15,0,1,1,0,0,3
ITask,0,2,1,0,0,9,2,2,0,0,0,5
ITest,0,0,3,0,0,15,0,1,0,0,0,6
ITestFactory,0,1,0,0,0,4,1,0,0,0,0,0
ITestProvider,0,1,0,0,0,4,1,1,0,0,0,2
IVolumeProvider,0,4,0,0,0,7,4,1,0,0,0,8
VolumeProvider,1,5,0,1,5,18,5,1,1,1,0,1
IncompleteQuestion,0,3,0,0,0,6,3,1,0,0,0,0
QuestionTestBuilder,2,6,1,0,5,42,6,0,1,0.58,5,1
SetupAttribute,0,1,0,0,1,7,1,0,0,0,0,1
IFileConditionFactory,0,5,0,0,0,8,5,1,0,0,0,4
IIncompleteFileCondition,0,3,0,0,0,6,3,2,0,0,0,0
IIncompleteFilesCondition,0,2,0,0,0,5,2,2,0,0,0,0
IIncompleteZipCondition,0,2,0,0,0,5,2,1,0,0,0,0
IFileSystem,0,8,0,0,0,11,8,2,0,0,0,12
FileConditionFactoryImpl,1,6,0,0,6,29,6,0,1,0,6,1
IncompleteFoldersConditionImpl,2,4,0,0,4,38,4,0,1,0.38,5,1
IncompleteFilesConditionImpl,2,4,0,0,4,38,4,0,1,0.38,5,1
IncompleteZipConditionImpl,3,5,0,0,4,55,8,0,1,0.4,4,1
ZipMessages,0,4,0,0,4,19,4,0,0,0,0,1
IncompleteDirectoryConditionImpl,2,5,0,0,5,49,5,0,1,0.2,4,1
IncompleteFileConditionImpl,2,5,0,0,5,49,5,0,1,0.2,4,1
FileMessages,0,4,0,0,4,19,4,0,0,0,0,2
FolderMessages,0,4,0,0,4,19,4,0,0,0,0,2
EmptyContentStream,0,2,0,0,2,12,2,0,0,0,0,0
FileNameFactory,4,6,0,0,6,102,9,0,0,0.71,0,1
FileSystemImpl,0,8,0,0,8,43,14,0,1,0,0,1
VolumeFileSystemDecorator,2,10,0,0,9,58,11,0,1,0.15,2,1
FileTask002,2,3,0,0,3,20,3,0,1,0.33,4,0
FileTask003,4,3,0,0,3,24,3,0,1,0.42,4,0
FileTask004,0,3,0,0,3,15,3,0,1,0,0,0
AbstractFileTask,2,3,0,0,3,13,3,4,1,1,2,0
FileTask001,2,3,0,0,3,19,3,0,2,0.33,4,0
CompoundCommand,1,2,0,0,2,18,3,0,1,0,3,0
CompoundEvaluationResult,1,1,2,0,1,25,1,0,1,0,1,1
DelegatingCondition,1,2,0,0,2,12,2,0,1,0,1,5
AnswerFactory,0,1,0,0,1,7,1,0,1,0,1,1
AnswerImpl,0,0,3,0,0,15,0,0,1,0,0,2
ExerciseImpl,0,2,2,0,2,21,2,0,2,0,2,1
ExerciseFactory,0,1,0,0,1,7,1,0,1,0,1,1
MockedTestProviderImpl,0,1,0,0,1,9,1,0,1,0,1,1
QuestionFactory,0,1,0,0,1,7,1,0,1,0,1,1
QuestionImpl,0,3,4,0,3,34,3,0,2,0,1,2
TestFactory,0,1,0,0,1,7,1,0,1,0,1,1
TestImpl,0,1,3,0,1,19,1,0,1,0,1,2
ITestDeserializer,0,1,0,0,0,4,1,1,0,0,0,2
FileTaskAttribute,0,1,3,0,1,19,1,0,0,0,0,0
test,4,15,4,0,15,218,18,0,0,1,0,2
exercise,4,14,4,0,14,213,17,0,0,1,0,1
answer,3,15,3,0,15,208,18,0,0,1,0,2
question,5,15,5,0,15,229,18,0,0,1,1,2
VirtualDriveProviderImpl,3,13,2,0,5,126,25,0,2,0.85,0,1
ModelModule,0,3,1,0,1,36,3,0,0,0,25,1
TaggedExerciseInitializer,2,3,0,0,2,47,9,0,0,0.17,3,2
SimpleTestProviderImpl,1,2,0,0,2,13,2,0,1,0,1,1
TestDeserializerImpl,2,2,0,0,2,22,3,0,1,0,3,1
XmlQuestionConverter,7,6,0,0,2,87,15,0,0,0.67,10,2
