Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Aspose.Plugins.AsposeVSOpenXML,Form1,D:\research\architectureSmells\repos\asposecells_Aspose_Cells_NET\Plugins\Aspose.Cells Vs OpenXML Spreadsheets\OpenXML Missing Features\Convert between Excel formats\Form1.cs,InitializeComponent,The following statement contains a magic number: this.BTN_FileBrowse.Location = new System.Drawing.Point(12' 39);
Magic Number,Aspose.Plugins.AsposeVSOpenXML,Form1,D:\research\architectureSmells\repos\asposecells_Aspose_Cells_NET\Plugins\Aspose.Cells Vs OpenXML Spreadsheets\OpenXML Missing Features\Convert between Excel formats\Form1.cs,InitializeComponent,The following statement contains a magic number: this.BTN_FileBrowse.Location = new System.Drawing.Point(12' 39);
Magic Number,Aspose.Plugins.AsposeVSOpenXML,Form1,D:\research\architectureSmells\repos\asposecells_Aspose_Cells_NET\Plugins\Aspose.Cells Vs OpenXML Spreadsheets\OpenXML Missing Features\Convert between Excel formats\Form1.cs,InitializeComponent,The following statement contains a magic number: this.BTN_FileBrowse.Size = new System.Drawing.Size(136' 23);
Magic Number,Aspose.Plugins.AsposeVSOpenXML,Form1,D:\research\architectureSmells\repos\asposecells_Aspose_Cells_NET\Plugins\Aspose.Cells Vs OpenXML Spreadsheets\OpenXML Missing Features\Convert between Excel formats\Form1.cs,InitializeComponent,The following statement contains a magic number: this.BTN_FileBrowse.Size = new System.Drawing.Size(136' 23);
Magic Number,Aspose.Plugins.AsposeVSOpenXML,Form1,D:\research\architectureSmells\repos\asposecells_Aspose_Cells_NET\Plugins\Aspose.Cells Vs OpenXML Spreadsheets\OpenXML Missing Features\Convert between Excel formats\Form1.cs,InitializeComponent,The following statement contains a magic number: this.CB_Formats.Location = new System.Drawing.Point(12' 12);
Magic Number,Aspose.Plugins.AsposeVSOpenXML,Form1,D:\research\architectureSmells\repos\asposecells_Aspose_Cells_NET\Plugins\Aspose.Cells Vs OpenXML Spreadsheets\OpenXML Missing Features\Convert between Excel formats\Form1.cs,InitializeComponent,The following statement contains a magic number: this.CB_Formats.Location = new System.Drawing.Point(12' 12);
Magic Number,Aspose.Plugins.AsposeVSOpenXML,Form1,D:\research\architectureSmells\repos\asposecells_Aspose_Cells_NET\Plugins\Aspose.Cells Vs OpenXML Spreadsheets\OpenXML Missing Features\Convert between Excel formats\Form1.cs,InitializeComponent,The following statement contains a magic number: this.CB_Formats.Size = new System.Drawing.Size(199' 21);
Magic Number,Aspose.Plugins.AsposeVSOpenXML,Form1,D:\research\architectureSmells\repos\asposecells_Aspose_Cells_NET\Plugins\Aspose.Cells Vs OpenXML Spreadsheets\OpenXML Missing Features\Convert between Excel formats\Form1.cs,InitializeComponent,The following statement contains a magic number: this.CB_Formats.Size = new System.Drawing.Size(199' 21);
Magic Number,Aspose.Plugins.AsposeVSOpenXML,Form1,D:\research\architectureSmells\repos\asposecells_Aspose_Cells_NET\Plugins\Aspose.Cells Vs OpenXML Spreadsheets\OpenXML Missing Features\Convert between Excel formats\Form1.cs,InitializeComponent,The following statement contains a magic number: this.LBL_FileName.Location = new System.Drawing.Point(12' 65);
Magic Number,Aspose.Plugins.AsposeVSOpenXML,Form1,D:\research\architectureSmells\repos\asposecells_Aspose_Cells_NET\Plugins\Aspose.Cells Vs OpenXML Spreadsheets\OpenXML Missing Features\Convert between Excel formats\Form1.cs,InitializeComponent,The following statement contains a magic number: this.LBL_FileName.Location = new System.Drawing.Point(12' 65);
