Implementation smell,Namespace,Class,File,Method,Description
Long Statement,CCMTests,CCCParserTests,D:\research\architectureSmells\repos\jonasblunck_ccm\source\CCMTests\CCCParserTests.cs,ArgsWithParenthesis,The length of the statement  "      string code = "GetMimeData(__inout CStringA &str' __in_ecount(dwFieldLen) LPCSTR szField' __in DWORD dwFieldLen' __out LPBOOL pbFound' __in BOOL bIgnoreCase = FALSE) throw() {}"; " is 178.
Long Statement,CCMTests,IntegrationTests,D:\research\architectureSmells\repos\jonasblunck_ccm\source\CCMTests\IntegrationTests.cs,IOTest,The length of the statement  "      Assert.AreEqual(true' IntegrationTests.FunctionIsInCollection("IOCompoundValue::IOCompoundValue"' collector.Collection)); " is 121.
Long Statement,CCMTests,IntegrationTests,D:\research\architectureSmells\repos\jonasblunck_ccm\source\CCMTests\IntegrationTests.cs,IOTest,The length of the statement  "      Assert.AreEqual(true' IntegrationTests.FunctionIsInCollection("OutboundConvertibleCompoundValue::OutboundConvertibleCompoundValue"' collector.Collection)); " is 155.
Long Statement,CCMTests,IntegrationTests,D:\research\architectureSmells\repos\jonasblunck_ccm\source\CCMTests\IntegrationTests.cs,IOTest,The length of the statement  "      Assert.AreEqual(true' IntegrationTests.FunctionIsInCollection("OutboundConvertibleCompoundValue::Pack"' collector.Collection)); " is 127.
Long Statement,CCMTests,PreprocessorTests,D:\research\architectureSmells\repos\jonasblunck_ccm\source\CCMTests\PreprocessorTests.cs,DefinesAreRemoved,The length of the statement  "      string text = "#define ObjectIdFromObjectTypeAndInstanceId(cls'id)     (System::UInt32)((((System::UInt32)(cls)) << 22) | ((System::UInt32)(id)))\r\n" + " is 152.
Magic Number,CCMTests,BlockAnalyzerTests,D:\research\architectureSmells\repos\jonasblunck_ccm\source\CCMTests\BlockAnalyzerTests.cs,ExpressionCountAndOr,The following statement contains a magic number: Assert.AreEqual(2' analyzer.CalcNumExpressionConditions());
Magic Number,CCMTests,BlockAnalyzerTests,D:\research\architectureSmells\repos\jonasblunck_ccm\source\CCMTests\BlockAnalyzerTests.cs,IfStatements,The following statement contains a magic number: Assert.AreEqual(2' analyzer.ConsumeBlockCalculateAdditionalComplexity());
Magic Number,CCMTests,BlockAnalyzerTests,D:\research\architectureSmells\repos\jonasblunck_ccm\source\CCMTests\BlockAnalyzerTests.cs,SwitchStatementCalcsCases,The following statement contains a magic number: Assert.AreEqual(2' analyzer.ConsumeBlockCalculateAdditionalComplexity());
Magic Number,CCMTests,BlockAnalyzerTests,D:\research\architectureSmells\repos\jonasblunck_ccm\source\CCMTests\BlockAnalyzerTests.cs,SwitchCaseWithEmbeddedConditionals,The following statement contains a magic number: Assert.AreEqual(3' analyzer.ConsumeBlockCalculateAdditionalComplexity());
Magic Number,CCMTests,BlockAnalyzerTests,D:\research\architectureSmells\repos\jonasblunck_ccm\source\CCMTests\BlockAnalyzerTests.cs,WhileWithoutScoping,The following statement contains a magic number: Assert.AreEqual(2' analyzer.ConsumeBlockCalculateAdditionalComplexity());
Magic Number,CCMTests,BlockAnalyzerTests,D:\research\architectureSmells\repos\jonasblunck_ccm\source\CCMTests\BlockAnalyzerTests.cs,SwitchEmbeddedIntoWhile,The following statement contains a magic number: Assert.AreEqual(3' analyzer.ConsumeBlockCalculateAdditionalComplexity());
Magic Number,CCMTests,BlockAnalyzerTests,D:\research\architectureSmells\repos\jonasblunck_ccm\source\CCMTests\BlockAnalyzerTests.cs,MultipleCatchCountedAsDifferentPaths,The following statement contains a magic number: Assert.AreEqual(2' analyzer.ConsumeBlockCalculateAdditionalComplexity());
Magic Number,CCMTests,BlockAnalyzerTests,D:\research\architectureSmells\repos\jonasblunck_ccm\source\CCMTests\BlockAnalyzerTests.cs,CodeInCatchCounted,The following statement contains a magic number: Assert.AreEqual(2' analyzer.ConsumeBlockCalculateAdditionalComplexity());
Magic Number,CCMTests,BlockAnalyzerTests,D:\research\architectureSmells\repos\jonasblunck_ccm\source\CCMTests\BlockAnalyzerTests.cs,TestCaseInsideSwitchCounted_WhenSwitchBehaviorTraditionalInclude,The following statement contains a magic number: Assert.AreEqual(2' analyzer.ConsumeBlockCalculateAdditionalComplexity());
Magic Number,CCMTests,ConfigFileTests,D:\research\architectureSmells\repos\jonasblunck_ccm\source\CCMTests\ConfigFileTests.cs,MetricsCount,The following statement contains a magic number: Assert.AreEqual(20' file.NumMetrics);
Magic Number,CCMTests,ConfigFileTests,D:\research\architectureSmells\repos\jonasblunck_ccm\source\CCMTests\ConfigFileTests.cs,TestReadThreshold,The following statement contains a magic number: Assert.AreEqual(11' file.Threshold);
Magic Number,CCMTests,ConfigFileTests,D:\research\architectureSmells\repos\jonasblunck_ccm\source\CCMTests\ConfigFileTests.cs,TestConfigFileThatHasNoFileExtensionGetsDefaultCsAndCpp,The following statement contains a magic number: Assert.AreEqual(7' file.SupportedExtensions.Count);
Magic Number,CCMTests,ConfigFileTests,D:\research\architectureSmells\repos\jonasblunck_ccm\source\CCMTests\ConfigFileTests.cs,TestConfigFileThatHasNoFileExtensionGetsDefaultCsAndCpp,The following statement contains a magic number: Assert.AreEqual(".h"' file.SupportedExtensions[2]);
