Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Utilities.ContactManagement,ContactItemFactory,C:\repos\hostitherepc_Fork-1\CallButler Open Source PBX\Common\Utilities.ContactManagement\ContactItemFactory.cs,CreateContactItem,The length of the statement  "				baseContact = cmgr.OutlookApplication.CreateItem (Microsoft.Office.Interop.Outlook.OlItemType.olContactItem) as Microsoft.Office.Interop.Outlook.ContactItem; " is 157.
Long Statement,Utilities.ContactManagement,OutlookContactManager,C:\repos\hostitherepc_Fork-1\CallButler Open Source PBX\Common\Utilities.ContactManagement\OutlookContactManager.cs,GetBaseContacts,The length of the statement  "		Microsoft.Office.Interop.Outlook.MAPIFolder contactsFolder = ns.GetDefaultFolder (Microsoft.Office.Interop.Outlook.OlDefaultFolders.olFolderContacts); " is 150.
Long Statement,Utilities.ContactManagement,OutlookContactManager,C:\repos\hostitherepc_Fork-1\CallButler Open Source PBX\Common\Utilities.ContactManagement\OutlookContactManager.cs,SearchContact,The length of the statement  "		Microsoft.Office.Interop.Outlook.ContactItem contactItem = contactItems.Find (firstPassQry) as Microsoft.Office.Interop.Outlook.ContactItem; " is 140.
Long Statement,Utilities.ContactManagement,OutlookContactManager,C:\repos\hostitherepc_Fork-1\CallButler Open Source PBX\Common\Utilities.ContactManagement\OutlookContactManager.cs,ShowContactForm,The length of the statement  "		Microsoft.Office.Interop.Outlook.ContactItem item = contact.BaseContact as Microsoft.Office.Interop.Outlook.ContactItem; " is 120.
Empty Catch Block,Utilities.ContactManagement,OutlookContactManager,C:\repos\hostitherepc_Fork-1\CallButler Open Source PBX\Common\Utilities.ContactManagement\OutlookContactManager.cs,OutlookContactManager,The method has an empty catch block.
Missing Default,Utilities.ContactManagement,ContactManagerFactory,C:\repos\hostitherepc_Fork-1\CallButler Open Source PBX\Common\Utilities.ContactManagement\ContactManagerFactory.cs,CreateContactManager,The following switch statement is missing a default case: switch (type) {  case (ContactType.Outlook):  	mgr = new OutlookContactManager ();  	break;  }  
