Method,LOC,CC,PC
CallButlerManagementAddonModulePlugin:OnShowSettingsDialog,2,1,1
CallButlerManagementPlugin:GetNewViewControl,3,1,0
CallButlerManagementPlugin:Load,4,1,1
CallButlerManagementPlugin:Unload,3,1,0
CallButlerManagementPlugin:OnLoad,2,1,0
CallButlerManagementPlugin:OnLoad,2,1,1
CallButlerManagementPlugin:OnUnload,2,1,0
CallButlerManagementPlugin:ExchangeServicePluginData,3,1,2
CallButlerManagementPluginContext:CallButlerManagementPluginContext,4,1,2
CallButlerManagementPluginContext:ExchangeServicePluginData,3,1,3
CallButlerManagementPluginViewControl:CallButlerManagementPluginViewControl,2,1,0
CallButlerManagementPluginViewControl:CallButlerManagementPluginViewControl,3,1,1
CallButlerManagementPluginViewControl:Load,3,1,0
CallButlerManagementPluginViewControl:Load,3,1,1
CallButlerManagementPluginViewControl:Unload,3,1,0
CallButlerManagementPluginViewControl:OnLoad,2,1,0
CallButlerManagementPluginViewControl:OnLoad,2,1,1
CallButlerManagementPluginViewControl:OnUnload,2,1,0
CallButlerManagementProviderPlugin:AddNewProvider,3,1,0
CallButlerManagementProviderPlugin:EditProvider,3,1,1
VoIPProviderBase:IsTrialAllowed,3,1,2
VoIPProviderBase:GetPlans,3,1,0
VoIPProviderBase:GetPlanInformation,3,1,1
VoIPProviderBase:GetTollFreeNumbers,3,1,0
VoIPProviderBase:GetStates,3,1,0
VoIPProviderBase:GetCities,3,1,1
VoIPProviderBase:GetAreaCodes,3,1,1
VoIPProviderBase:GetTelephoneNumbers,3,1,2
VoIPProviderBase:GetExistingAccount,3,1,2
VoIPProviderBase:CreateAccount,3,1,15
VoIPProviderBase:CreateTrialAccount,3,1,6
VoIPProviderBase:SendPayment,3,1,9
VoIPProviderBase:SendActivationEmail,2,1,4
VoIPProviderBase:ConvertTrialAccount,3,1,14
VoIPProviderBase:SendTrialPayment,3,1,1
VoIPTransaction:VoIPTransaction,2,1,0
