Implementation smell,Namespace,Class,File,Method,Description
Complex Method,APNGViewer,Viewer,C:\repos\murrple-1_APNGManagement\APNGViewer\Viewer.cs,Viewer,Cyclomatic complexity of the method is 9
Long Statement,APNGViewer,APNGBox,C:\repos\murrple-1_APNGManagement\APNGViewer\APNGBox.cs,InitImages,The length of the statement  "			ImageRender.DisposeBuffer (current' new Rectangle ((int)oldFrame.XOffset' (int)oldFrame.YOffset' (int)oldFrame.Width' (int)oldFrame.Height)' oldFrame.DisposeOp' prev); " is 167.
Long Statement,APNGViewer,APNGBox,C:\repos\murrple-1_APNGManagement\APNGViewer\APNGBox.cs,InitImages,The length of the statement  "			ImageRender.RenderNextFrame (current' new Point ((int)currFrame.XOffset' (int)currFrame.YOffset)' APNGFile.ToBitmap (i)' currFrame.BlendOp); " is 140.
