Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Person,Human,C:\repos\Stefanpu13_TelerikAcademyRepository\C# Programming\C# Part 4 - high quality code\High quality code - Homeworks\2. ProperNaming\Person\Human.cs,MakeHuman,The following statement contains a magic number: if (age % 2 == 0) {  	newHuman.Name = "Big Brother";  	newHuman.Sex = Gender.Male;  }  else {  	newHuman.Name = "Chick";  	newHuman.Sex = Gender.Female;  }  
