Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,JIT.FactStore,SinglethreadEventStore,C:\repos\janderit_FactStore\FactStore.Implementations\SinglethreadEventStore.cs,SinglethreadEventStore,The method has 11 parameters.
Long Parameter List,JIT.FactStore,ConcurrentEventStore,C:\repos\janderit_FactStore\FactStore.Implementations\ConcurrentEventStore.cs,ConcurrentEventStore,The method has 11 parameters.
Long Parameter List,JIT.FactStore.Internals,CollectionTransaction,C:\repos\janderit_FactStore\FactStore.Implementations\Internals\CollectionTransaction.cs,CollectionTransaction,The method has 5 parameters.
Long Statement,JIT.FactStore,SinglethreadEventStore,C:\repos\janderit_FactStore\FactStore.Implementations\SinglethreadEventStore.cs,StartTransaction,The length of the statement  "	return new CollectionTransaction (Guid.NewGuid ()' FindNextStreamVersion' () => DateTime.UtcNow' StartCommit' _discriminatorFactory); " is 133.
Long Statement,JIT.FactStore,ConcurrentEventStore,C:\repos\janderit_FactStore\FactStore.Implementations\ConcurrentEventStore.cs,StartTransaction,The length of the statement  "	return new CollectionTransaction (Guid.NewGuid ()' FindNextStreamVersion' () => DateTime.UtcNow' StartCommit' _discriminatorFactory); " is 133.
Long Statement,JIT.FactStore.Internals,CollectionTransaction,C:\repos\janderit_FactStore\FactStore.Implementations\Internals\CollectionTransaction.cs,Store,The length of the statement  "	_submissions.Add (new Tuple<object' string' Guid' int?' DateTime> (@event' discriminator' stream' version' _clockProvider ())); " is 127.
Long Statement,JIT.FactStore.Internals,CollectionTransaction,C:\repos\janderit_FactStore\FactStore.Implementations\Internals\CollectionTransaction.cs,Wrap,The length of the statement  "	var lastversion = _locally_increased_Versions.ContainsKey (arg.Item3) ? _locally_increased_Versions [arg.Item3] + 1 : _findNextStreamVersion (arg.Item3); " is 153.
