Method,LOC,CC,PC
AllocateJobChunkRequest:AllocateJobChunkRequest,4,1,1
AllocateJobChunkResponse:AllocateJobChunkResponse,3,1,0
AllocateJobChunkResponse:Success,3,1,1
AllocateJobChunkResponse:RetryAfter,3,1,1
AllocateJobChunkResponse:Match,5,1,2
AllocateJobChunkResponse:Match,5,1,2
AllocateJobChunkResponse:Match,1,1,3
AllocateJobChunkResponse:Match,1,1,3
DeleteObjectListRequest:DeleteObjectListRequest,5,1,2
DeleteObjectListRequest:GetContentStream,4,1,0
DeleteObjectListResponse:DeleteObjectListResponse,4,1,2
GetAvailableJobChunksRequest:GetAvailableJobChunksRequest,4,1,1
GetAvailableJobChunksResponse:GetAvailableJobChunksResponse,3,1,0
GetAvailableJobChunksResponse:Success,3,1,2
GetAvailableJobChunksResponse:RetryAfter,3,1,1
GetAvailableJobChunksResponse:Match,5,1,2
GetAvailableJobChunksResponse:Match,5,1,2
GetAvailableJobChunksResponse:Match,1,1,3
GetAvailableJobChunksResponse:Match,1,1,3
GetJobListRequest:WithBucket,8,2,1
GetJobListResponse:GetJobListResponse,3,1,1
GetJobRequest:GetJobRequest,3,1,1
GetPhysicalPlacementForObjectsRequest:GetPhysicalPlacementForObjectsRequest,3,1,2
GetPhysicalPlacementForObjectsResponse:GetPhysicalPlacementForObjectsResponse,3,1,1
GetAggregatePhysicalPlacementRequest:GetAggregatePhysicalPlacementRequest,5,1,2
GetAggregatePhysicalPlacementRequest:GetContentStream,4,1,1
GetAggregatePhysicalPlacementResponse:GetAggregatePhysicalPlacementResponse,3,1,1
HeadBucketRequest:HeadBucketRequest,3,1,1
HeadBucketResponse:HeadBucketResponse,3,1,1
HeadObjectRequest:HeadObjectRequest,4,1,2
HeadObjectResponse:HeadObjectResponse,5,1,3
ModifyJobRequest:WithPriority,10,2,1
ModifyJobRequest:ModifyJobRequest,4,1,1
DeleteJobRequest:DeleteJobRequest,3,1,1
BulkGetRequest:BulkGetRequest,6,1,3
BulkGetRequest:BulkGetRequest,2,1,3
BulkGetRequest:WithChunkOrdering,4,1,1
BulkGetRequest:GetContentStream,9,2,0
BulkGetRequest:BuildChunkOrderingEnumString,10,4,1
BulkPutRequest:WithMaxBlobSize,5,1,1
BulkPutRequest:BulkPutRequest,8,2,3
BulkPutRequest:GetContentStream,4,1,0
JobResponse:JobResponse,11,1,9
DeleteBucketRequest:DeleteBucketRequest,3,1,1
DeleteObjectRequest:DeleteObjectRequest,2,1,2
DeleteObjectRequest:DeleteObjectRequest,4,1,2
GetBucketRequest:WithMarker,10,2,1
GetBucketRequest:WithMaxKeys,10,2,1
GetBucketRequest:WithDelimiter,10,2,1
GetBucketRequest:WithPrefix,10,2,1
GetBucketRequest:GetBucketRequest,3,1,1
GetBucketResponse:GetBucketResponse,13,1,11
GetObjectRequest:WithByteRanges,4,1,1
GetObjectRequest:GetByteRanges,3,1,0
GetObjectRequest:GetObjectRequest,11,2,5
GetObjectResponse:GetObjectResponse,3,1,1
GetServiceResponse:GetServiceResponse,4,1,2
Ds3Request:GetContentStream,3,1,0
Ds3Request:GetByteRanges,3,1,0
PutBucketRequest:WithMetadata,10,3,2
PutBucketRequest:PutBucketRequest,3,1,1
PutObjectRequest:WithChecksum,4,1,1
PutObjectRequest:WithMetadata,10,3,2
PutObjectRequest:GetContentStream,3,1,0
PutObjectRequest:PutObjectRequest,11,2,5
ContextRange:Create,3,1,2
Checksum:Value,3,1,1
Checksum:Match,1,1,3
Checksum:Match,1,1,3
Checksum:Checksum,3,1,0
DeleteDs3ObjectError:DeleteDs3ObjectError,5,1,3
Ds3Object:Ds3Object,4,1,2
Ds3Object:Equals,7,2,1
Ds3Object:GetHashCode,9,1,0
Ds3Object:ToString,3,1,0
Ds3ObjectInfo:Ds3ObjectInfo,6,1,6
Ds3PartialObject:Ds3PartialObject,2,1,2
JobObjectList:JobObjectList,6,1,4
JobObjectList:GetEnumerator,3,1,0
JobObjectList:GetEnumerator,3,1,0
JobObject:JobObject,6,1,4
JobInfo:JobInfo,8,1,6
Node:Node,6,1,4
Owner:Owner,4,1,2
Owner:ToString,3,1,0
Bucket:Bucket,4,1,2
Ds3Error:Ds3Error,6,1,4
Range:ByLength,3,1,2
Range:ByPosition,3,1,2
Range:Range,5,1,3
Range:Equals,7,2,1
Range:GetHashCode,9,1,0
Range:CompareTo,9,3,1
Range:CompareTo,3,1,1
Range:ToString,3,1,0
RangeExtensions:Between,3,1,2
RangeExtensions:Overlaps,3,1,2
RangeExtensions:Intersect,7,2,2
UploadPart:UploadPart,4,1,2
Blob:Blob,2,1,2
Blob:Convert,3,1,1
Blob:Convert,3,1,2
Ds3ClientHelpers:Ds3ClientHelpers,3,1,1
Ds3ClientHelpers:StartWriteJob,8,2,3
Ds3ClientHelpers:StartReadJob,4,1,2
Ds3ClientHelpers:StartPartialReadJob,9,2,3
Ds3ClientHelpers:VerifyObjectCount,7,2,1
Ds3ClientHelpers:StartReadAllJob,3,1,1
Ds3ClientHelpers:ListObjects,3,1,1
Ds3ClientHelpers:ListObjects,18,3,2
Ds3ClientHelpers:EnsureBucketExists,6,2,1
Ds3ClientHelpers:RecoverWriteJob,7,2,1
FileHelpers:BuildFileGetter,7,1,2
FileHelpers:EnsureDirectoryForFile,6,2,1
FileHelpers:BuildFilePutter,3,1,2
FileHelpers:ListObjectsForDirectory,5,1,2
FileHelpers:ConvertKeyToPath,3,1,1
FileHelpers:ConvertPathToKey,3,1,1
IBaseJob:WithMaxParallelRequests,1,1,1
IBaseJob:WithCancellationToken,1,1,1
IBaseJob:Transfer,1,1,1
IDs3ClientHelpers:StartWriteJob,1,1,3
IDs3ClientHelpers:StartReadJob,1,1,2
IDs3ClientHelpers:StartReadAllJob,1,1,1
IDs3ClientHelpers:StartPartialReadJob,1,1,3
IDs3ClientHelpers:ListObjects,1,1,1
IDs3ClientHelpers:ListObjects,1,1,2
IDs3ClientHelpers:EnsureBucketExists,1,1,1
IDs3ClientHelpers:RecoverWriteJob,1,1,1
FullObjectJob:Create,5,1,5
FullObjectJob:FullObjectJob,2,1,6
PartialReadJob:Create,5,1,5
PartialReadJob:PartialReadJob,3,1,6
Job:WithMaxParallelRequests,4,1,1
Job:WithCancellationToken,4,1,1
Job:Job,14,1,9
Job:Transfer,17,3,2
